FSC,RSG_ab
2.07729259,368.142672
2.341381597,125.496979
2.341381597,45.92479542
2.768449085,84.65650681
2.869649792,71.18912229
2.869649792,40.08075564
3.08328462,57.42383704
3.433924105,101.4659445
3.602305191,51.00607561
3.689567071,135.2981609
3.824439264,381.0552306
3.964241712,727.3890237
3.964241712,59.2789315
4.109154641,43.18015796
4.259364864,1546.817212
4.743751384,546.5245544
4.800863662,44.27752765
4.917159303,490.8501905
4.917159303,266.6114933
4.917159303,173.2888279
5.542284395,40.51985756
5.744882703,40.28891246
5.884046167,77.82569832
6.099137583,224.4987701
6.32209167,62.77715013
6.553195848,59.1467237
6.792748043,53.76101144
7.041057073,209.1677345
7.041057073,44.93885457
7.041057073,41.57560282
7.298443045,138.451903
7.565237765,277.2474476
7.565237765,121.4068828
7.841785171,264.3590035
7.841785171,105.1938221
8.425577113,383.3079853
8.425577113,287.6133218
8.425577113,96.79229487
8.425577113,53.84750634
8.425577113,43.41216494
9.052830207,412.0645995
9.726779978,91.26809083
9.726779978,53.90524691
10.45090282,634.6569682
10.45090282,66.89873614
11.63940782,209.9538026
12.06488659,43.52863548
12.96307283,379.9677565
12.96307283,229.8548776
13.4369382,169.4474497
13.92812572,1051.387866
13.92812572,137.4662142
13.92812572,129.481794
14.43726861,288.7715548
14.43726861,110.855739
14.43726861,68.68470966
14.96502324,104.4449096
14.96502324,50.33182212
15.51206994,259.4239438
15.51206994,226.0681338
15.51206994,209.1490545
16.66688625,113.6628472
16.66688625,103.2853934
16.66688625,46.88209585
17.4841403,215.6936736
17.90767437,709.6783261
17.90767437,235.9912376
18.12327337,217.0463539
19.94418364,334.172797
21.42895445,84.42998951
21.42895445,54.22392853
21.42895445,46.97010647
22.21229027,202.3145679
21.94804729,131.4861671
22.21229027,126.8605219
22.21229027,77.6659978
22.21229027,43.72735298
23.02426095,410.0088547
23.30146098,186.1230383
23.02426095,169.1148418
23.02426095,141.3253047
23.30146098,129.9800044
23.86591324,737.1990851
23.86591324,372.6747544
23.86591324,179.5913226
23.86591324,106.0711854
23.86591324,89.70839411
23.86591324,58.30754807
23.86591324,48.43555266
24.15324631,126.9398564
25.03616868,273.1186437
24.73833214,163.2383088
24.73833214,141.4010558
24.73833214,54.28207274
25.64264232,400.63364
25.64264232,217.6092322
25.95136629,279.809602
26.58000959,359.8211589
27.55164233,948.8482072
27.55164233,386.7121133
27.55164233,183.0404065
27.55164233,64.2347215
28.90262601,308.1706819
28.55879312,163.4133489
28.55879312,139.8687337
29.60276033,477.0632067
29.60276033,280.0846257
29.60276033,188.7006194
29.60276033,89.85272396
29.95916204,300.9627694
30.68488979,480.0550143
30.68488979,441.4777701
30.68488979,355.9218816
30.68488979,267.0642892
30.68488979,141.6285529
31.8065765,574.6046872
31.8065765,225.9268465
31.8065765,114.8978106
32.96926649,784.547603
32.96926649,447.0324143
32.96926649,308.4735816
32.96926649,267.2074371
32.96926649,218.0177447
33.36619917,162.6271437
32.96926649,106.3272718
34.17445864,204.1842376
34.17445864,195.8083139
34.17445864,52.18102257
34.58590119,165.6172521
35.4237066,784.9681247
35.4237066,335.6084352
35.4237066,251.8221914
35.4237066,234.3739189
35.4237066,131.9567297
36.71862085,447.3918801
36.71862085,416.3929621
36.71862085,387.5418991
36.71862085,369.4271859
36.71862085,356.3990133
36.71862085,270.641927
36.71862085,170.7234355
36.71862085,119.2256106
38.06087072,290.8681409
38.51910364,143.5771151
39.45218655,324.0332613
39.92717018,147.0945186
39.92717018,117.1776772
40.89436196,731.3626001
40.89436196,641.1516531
40.89436196,442.4250691
40.89436196,287.5619527
40.89436196,128.973974
40.89436196,113.0654981
42.38925611,555.530225
42.38925611,324.2069448
42.38925611,243.2671374
42.38925611,226.411628
42.38925611,159.0647209
42.38925611,104.0074122
44.46779621,385.7807278
43.93879615,287.7160874
43.93879615,150.7654023
43.93879615,51.34887492
45.54497966,40.91623731
46.09331732,388.2000754
46.09331732,344.41423
47.77825939,359.2431805
47.20987723,332.3275165
47.77825939,287.8960157
47.20987723,176.2387078
47.20987723,130.6667166
48.93563517,768.2531752
48.93563517,164.0714225
48.93563517,148.2021807
48.93563517,90.1903973
50.1210471,359.3715398
49.52479455,281.1623145
50.72447821,549.6573559
51.33517433,311.3521148
50.72447821,216.1178908
51.33517433,174.2510307
50.72447821,99.27874622
50.72447821,68.50704657
50.72447821,50.79242209
52.57871245,1024.41506
52.57871245,690.1762489
52.57871245,642.3552716
52.57871245,417.5101031
52.57871245,261.7980017
52.57871245,159.3206366
52.57871245,58.65225559
53.21173257,317.0767223
53.85237392,175.3594724
55.15688844,487.9653951
55.15688844,291.6745597
54.50072826,252.6331456
54.50072826,235.1286836
55.15688844,218.8566171
54.50072826,50.8196471
54.50072826,44.55122636
56.49300339,920.3046163
56.49300339,577.0732437
56.49300339,359.6926389
56.49300339,313.444636
56.49300339,148.3610976
56.49300339,137.2576611
56.49300339,54.6176139
57.17314951,499.919746
57.17314951,291.7527188
57.17314951,281.4638042
57.86148425,217.6286678
58.55810617,443.6120517
58.55810617,361.9483802
59.26311505,235.2757254
58.55810617,164.2913688
58.55810617,105.5137338
60.69869882,400.8125835
59.97661187,384.3363627
60.69869882,212.557457
60.69869882,148.4406199
60.69869882,99.41183454
61.42947932,537.4248328
61.42947932,243.9415846
62.16905803,229.7933006
62.91754088,682.8799496
63.67503507,476.9354039
63.67503507,357.8662095
62.91754088,201.4671155
63.67503507,174.5313794
62.91754088,63.8629084
62.91754088,60.153573
62.91754088,41.5088202
65.21749275,341.1995547
64.44164909,325.2219559
65.21749275,300.9090161
64.44164909,288.5395357
65.21749275,165.410303
65.21749275,158.6249404
65.21749275,112.1102546
65.21749275,92.57337404
65.21749275,78.29278694
66.00267715,488.6195381
67.06431432,444.0612957
66.79731477,311.964469
66.00267715,180.9598554
67.6015194,734.1111161
68.41540623,525.1361392
68.41540623,394.0334018
67.6015194,235.5069769
68.68887355,206.4826247
67.6015194,196.8076541
67.6015194,140.7710352
68.41540623,114.8670301
67.6015194,110.8062473
68.41540623,55.35422405
67.6015194,47.37454948
67.6015194,44.09205858
67.6015194,41.03700513
70.07269419,560.9646206
70.35278595,464.1468387
69.23909184,444.1670663
70.07269419,295.7139028
69.23909184,219.2283092
70.07269419,171.5487814
70.07269419,149.491648
70.07269419,131.8389314
70.07269419,62.77715013
71.77012812,900.1449181
70.91633267,538.0011123
70.91633267,389.4502133
70.91633267,375.7159112
71.77012812,265.5658587
70.91633267,244.2031626
70.91633267,209.0183412
71.77012812,201.6651367
71.77012812,160.6494417
71.77012812,113.5410974
70.91633267,108.2242261
