cruise,st,depth_m,substrate,method,repl,silver.grain_um2/h
MOBY,M2,500,Met,MAR,A,0.169658316
MOBY,M2,500,Met,MAR,A,0.170296129
MOBY,M2,500,Met,MAR,A,0.171571755
MOBY,M2,500,Met,MAR,A,0.173485195
MOBY,M2,500,Met,MAR,A,0.173485195
MOBY,M2,500,Met,MAR,A,0.173485195
MOBY,M2,500,Met,MAR,A,0.174123008
MOBY,M2,500,Met,MAR,A,0.174760821
MOBY,M2,500,Met,MAR,A,0.175398634
MOBY,M2,500,Met,MAR,A,0.175398634
MOBY,M2,500,Met,MAR,A,0.176036448
MOBY,M2,500,Met,MAR,A,0.176036448
MOBY,M2,500,Met,MAR,A,0.176036448
MOBY,M2,500,Met,MAR,A,0.176036448
MOBY,M2,500,Met,MAR,A,0.176036448
MOBY,M2,500,Met,MAR,A,0.176674261
MOBY,M2,500,Met,MAR,A,0.176674261
MOBY,M2,500,Met,MAR,A,0.176674261
MOBY,M2,500,Met,MAR,A,0.177312074
MOBY,M2,500,Met,MAR,A,0.177312074
MOBY,M2,500,Met,MAR,A,0.177949887
MOBY,M2,500,Met,MAR,A,0.177949887
MOBY,M2,500,Met,MAR,A,0.177949887
MOBY,M2,500,Met,MAR,A,0.177949887
MOBY,M2,500,Met,MAR,A,0.179225514
MOBY,M2,500,Met,MAR,A,0.179863327
MOBY,M2,500,Met,MAR,A,0.181138953
MOBY,M2,500,Met,MAR,A,0.181138953
MOBY,M2,500,Met,MAR,A,0.18241458
MOBY,M2,500,Met,MAR,A,0.18241458
MOBY,M2,500,Met,MAR,A,0.183052393
MOBY,M2,500,Met,MAR,A,0.184965833
MOBY,M2,500,Met,MAR,A,0.186241459
MOBY,M2,500,Met,MAR,A,0.186879272
MOBY,M2,500,Met,MAR,A,0.187517086
MOBY,M2,500,Met,MAR,A,0.187517086
MOBY,M2,500,Met,MAR,A,0.188154899
MOBY,M2,500,Met,MAR,A,0.188792712
MOBY,M2,500,Met,MAR,A,0.189430525
MOBY,M2,500,Met,MAR,A,0.189430525
MOBY,M2,500,Met,MAR,A,0.190068338
MOBY,M2,500,Met,MAR,A,0.190068338
MOBY,M2,500,Met,MAR,A,0.191343965
MOBY,M2,500,Met,MAR,A,0.191981778
MOBY,M2,500,Met,MAR,A,0.192619591
MOBY,M2,500,Met,MAR,A,0.192619591
MOBY,M2,500,Met,MAR,A,0.193257405
MOBY,M2,500,Met,MAR,A,0.193257405
MOBY,M2,500,Met,MAR,A,0.194533031
MOBY,M2,500,Met,MAR,A,0.194533031
MOBY,M2,500,Met,MAR,A,0.195170844
MOBY,M2,500,Met,MAR,A,0.195170844
MOBY,M2,500,Met,MAR,A,0.197084284
MOBY,M2,500,Met,MAR,A,0.19835991
MOBY,M2,500,Met,MAR,A,0.19835991
MOBY,M2,500,Met,MAR,A,0.198997723
MOBY,M2,500,Met,MAR,A,0.20027335
MOBY,M2,500,Met,MAR,A,0.200911163
MOBY,M2,500,Met,MAR,A,0.200911163
MOBY,M2,500,Met,MAR,A,0.200911163
MOBY,M2,500,Met,MAR,A,0.200911163
MOBY,M2,500,Met,MAR,A,0.201548976
MOBY,M2,500,Met,MAR,A,0.201548976
MOBY,M2,500,Met,MAR,A,0.20218679
MOBY,M2,500,Met,MAR,A,0.20218679
MOBY,M2,500,Met,MAR,A,0.203462416
MOBY,M2,500,Met,MAR,A,0.203462416
MOBY,M2,500,Met,MAR,A,0.204738042
MOBY,M2,500,Met,MAR,A,0.204738042
MOBY,M2,500,Met,MAR,A,0.206651482
MOBY,M2,500,Met,MAR,A,0.207289295
MOBY,M2,500,Met,MAR,A,0.210478361
MOBY,M2,500,Met,MAR,A,0.213667427
MOBY,M2,500,Met,MAR,A,0.214305241
MOBY,M2,500,Met,MAR,A,0.214305241
MOBY,M2,500,Met,MAR,A,0.214943054
MOBY,M2,500,Met,MAR,A,0.214943054
MOBY,M2,500,Met,MAR,A,0.215580867
MOBY,M2,500,Met,MAR,A,0.216856494
MOBY,M2,500,Met,MAR,A,0.216856494
MOBY,M2,500,Met,MAR,A,0.217494307
MOBY,M2,500,Met,MAR,A,0.21813212
MOBY,M2,500,Met,MAR,A,0.21813212
MOBY,M2,500,Met,MAR,A,0.219407746
MOBY,M2,500,Met,MAR,A,0.22004556
MOBY,M2,500,Met,MAR,A,0.221321186
MOBY,M2,500,Met,MAR,A,0.221321186
MOBY,M2,500,Met,MAR,A,0.221321186
MOBY,M2,500,Met,MAR,A,0.221321186
MOBY,M2,500,Met,MAR,A,0.223234626
MOBY,M2,500,Met,MAR,A,0.223872439
MOBY,M2,500,Met,MAR,A,0.223872439
MOBY,M2,500,Met,MAR,A,0.223872439
MOBY,M2,500,Met,MAR,A,0.225148065
MOBY,M2,500,Met,MAR,A,0.226423692
MOBY,M2,500,Met,MAR,A,0.226423692
MOBY,M2,500,Met,MAR,A,0.228337131
MOBY,M2,500,Met,MAR,A,0.228974945
MOBY,M2,500,Met,MAR,A,0.230250571
MOBY,M2,500,Met,MAR,A,0.231526197
MOBY,M2,500,Met,MAR,A,0.231526197
MOBY,M2,500,Met,MAR,A,0.23407745
MOBY,M2,500,Met,MAR,A,0.23599089
MOBY,M2,500,Met,MAR,A,0.237266516
MOBY,M2,500,Met,MAR,A,0.239179956
MOBY,M2,500,Met,MAR,A,0.240455583
MOBY,M2,500,Met,MAR,A,0.241093396
MOBY,M2,500,Met,MAR,A,0.242369022
MOBY,M2,500,Met,MAR,A,0.244920275
MOBY,M2,500,Met,MAR,A,0.245558088
MOBY,M2,500,Met,MAR,A,0.246833715
MOBY,M2,500,Met,MAR,A,0.247471528
MOBY,M2,500,Met,MAR,A,0.247471528
MOBY,M2,500,Met,MAR,A,0.248109341
MOBY,M2,500,Met,MAR,A,0.250660594
MOBY,M2,500,Met,MAR,A,0.25193622
MOBY,M2,500,Met,MAR,A,0.253211847
MOBY,M2,500,Met,MAR,A,0.257038726
MOBY,M2,500,Met,MAR,A,0.257038726
MOBY,M2,500,Met,MAR,A,0.258314353
MOBY,M2,500,Met,MAR,A,0.258952166
MOBY,M2,500,Met,MAR,A,0.265330298
MOBY,M2,500,Met,MAR,A,0.267243738
MOBY,M2,500,Met,MAR,A,0.268519364
MOBY,M2,500,Met,MAR,A,0.269157177
MOBY,M2,500,Met,MAR,A,0.26979499
MOBY,M2,500,Met,MAR,A,0.271070617
MOBY,M2,500,Met,MAR,A,0.271070617
MOBY,M2,500,Met,MAR,A,0.272346243
MOBY,M2,500,Met,MAR,A,0.272984057
MOBY,M2,500,Met,MAR,A,0.274897496
MOBY,M2,500,Met,MAR,A,0.276810936
MOBY,M2,500,Met,MAR,A,0.276810936
MOBY,M2,500,Met,MAR,A,0.277448749
MOBY,M2,500,Met,MAR,A,0.277448749
MOBY,M2,500,Met,MAR,A,0.277448749
MOBY,M2,500,Met,MAR,A,0.279362189
MOBY,M2,500,Met,MAR,A,0.281913442
MOBY,M2,500,Met,MAR,A,0.286378134
MOBY,M2,500,Met,MAR,A,0.290205013
MOBY,M2,500,Met,MAR,A,0.292118453
MOBY,M2,500,Met,MAR,A,0.292756266
MOBY,M2,500,Met,MAR,A,0.293394079
MOBY,M2,500,Met,MAR,A,0.294031893
MOBY,M2,500,Met,MAR,A,0.294669706
MOBY,M2,500,Met,MAR,A,0.297858772
MOBY,M2,500,Met,MAR,A,0.299134398
MOBY,M2,500,Met,MAR,A,0.299772212
MOBY,M2,500,Met,MAR,A,0.302961278
MOBY,M2,500,Met,MAR,A,0.30933941
MOBY,M2,500,Met,MAR,A,0.309977223
MOBY,M2,500,Met,MAR,A,0.309977223
MOBY,M2,500,Met,MAR,A,0.323371301
MOBY,M2,500,Met,MAR,A,0.324009114
MOBY,M2,500,Met,MAR,A,0.324009114
MOBY,M2,500,Met,MAR,A,0.327835993
MOBY,M2,500,Met,MAR,A,0.331025059
MOBY,M2,500,Met,MAR,A,0.332300686
MOBY,M2,500,Met,MAR,A,0.335489752
MOBY,M2,500,Met,MAR,A,0.341867884
MOBY,M2,500,Met,MAR,A,0.351435082
MOBY,M2,500,Met,MAR,A,0.354624148
MOBY,M2,500,Met,MAR,A,0.355899775
MOBY,M2,500,Met,MAR,A,0.355899775
MOBY,M2,500,Met,MAR,A,0.407562645
MOBY,M2,500,Met,MAR,A,0.419681096
MOBY,M2,500,Met,MAR,A,0.444555812
MOBY,M2,500,Met,MAR,A,0.45412301
MOBY,M2,500,Met,MAR,A,0.462414582
MOBY,M2,500,Met,MAR,A,0.500045561
MOBY,M2,500,Met,MAR,A,0.522369024
MOBY,M2,500,Met,MAR,A,0.732209572
MOBY,M2,500,Met,MAR,A,1.196537594
MOBY,M2,500,Met,MAR,B,0.014295813
MOBY,M2,500,Met,MAR,B,0.014295813
MOBY,M2,500,Met,MAR,B,0.014295813
MOBY,M2,500,Met,MAR,B,0.014295813
MOBY,M2,500,Met,MAR,B,0.014295813
MOBY,M2,500,Met,MAR,B,0.014295813
MOBY,M2,500,Met,MAR,B,0.015010604
MOBY,M2,500,Met,MAR,B,0.015010604
MOBY,M2,500,Met,MAR,B,0.015725395
MOBY,M2,500,Met,MAR,B,0.015725395
MOBY,M2,500,Met,MAR,B,0.015725395
MOBY,M2,500,Met,MAR,B,0.015725395
MOBY,M2,500,Met,MAR,B,0.016440185
MOBY,M2,500,Met,MAR,B,0.016440185
MOBY,M2,500,Met,MAR,B,0.016440185
MOBY,M2,500,Met,MAR,B,0.017154976
MOBY,M2,500,Met,MAR,B,0.017154976
MOBY,M2,500,Met,MAR,B,0.017154976
MOBY,M2,500,Met,MAR,B,0.017154976
MOBY,M2,500,Met,MAR,B,0.017154976
MOBY,M2,500,Met,MAR,B,0.017154976
MOBY,M2,500,Met,MAR,B,0.017154976
MOBY,M2,500,Met,MAR,B,0.017154976
MOBY,M2,500,Met,MAR,B,0.017869767
MOBY,M2,500,Met,MAR,B,0.017869767
MOBY,M2,500,Met,MAR,B,0.017869767
MOBY,M2,500,Met,MAR,B,0.017869767
MOBY,M2,500,Met,MAR,B,0.017869767
MOBY,M2,500,Met,MAR,B,0.017869767
MOBY,M2,500,Met,MAR,B,0.017869767
MOBY,M2,500,Met,MAR,B,0.017869767
MOBY,M2,500,Met,MAR,B,0.017869767
MOBY,M2,500,Met,MAR,B,0.017869767
MOBY,M2,500,Met,MAR,B,0.017869767
MOBY,M2,500,Met,MAR,B,0.017869767
MOBY,M2,500,Met,MAR,B,0.018584558
MOBY,M2,500,Met,MAR,B,0.018584558
MOBY,M2,500,Met,MAR,B,0.018584558
MOBY,M2,500,Met,MAR,B,0.018584558
MOBY,M2,500,Met,MAR,B,0.018584558
MOBY,M2,500,Met,MAR,B,0.018584558
MOBY,M2,500,Met,MAR,B,0.019299348
MOBY,M2,500,Met,MAR,B,0.019299348
MOBY,M2,500,Met,MAR,B,0.019299348
MOBY,M2,500,Met,MAR,B,0.019299348
MOBY,M2,500,Met,MAR,B,0.019299348
MOBY,M2,500,Met,MAR,B,0.019299348
MOBY,M2,500,Met,MAR,B,0.019299348
MOBY,M2,500,Met,MAR,B,0.020014139
MOBY,M2,500,Met,MAR,B,0.020014139
MOBY,M2,500,Met,MAR,B,0.020014139
MOBY,M2,500,Met,MAR,B,0.020014139
MOBY,M2,500,Met,MAR,B,0.020014139
MOBY,M2,500,Met,MAR,B,0.020014139
MOBY,M2,500,Met,MAR,B,0.02072893
MOBY,M2,500,Met,MAR,B,0.02072893
MOBY,M2,500,Met,MAR,B,0.02072893
MOBY,M2,500,Met,MAR,B,0.02072893
MOBY,M2,500,Met,MAR,B,0.02072893
MOBY,M2,500,Met,MAR,B,0.02072893
MOBY,M2,500,Met,MAR,B,0.02072893
MOBY,M2,500,Met,MAR,B,0.02072893
MOBY,M2,500,Met,MAR,B,0.02144372
MOBY,M2,500,Met,MAR,B,0.02144372
MOBY,M2,500,Met,MAR,B,0.02144372
MOBY,M2,500,Met,MAR,B,0.02144372
MOBY,M2,500,Met,MAR,B,0.02144372
MOBY,M2,500,Met,MAR,B,0.02144372
MOBY,M2,500,Met,MAR,B,0.02144372
MOBY,M2,500,Met,MAR,B,0.02144372
MOBY,M2,500,Met,MAR,B,0.02144372
MOBY,M2,500,Met,MAR,B,0.022158511
MOBY,M2,500,Met,MAR,B,0.022158511
MOBY,M2,500,Met,MAR,B,0.022158511
MOBY,M2,500,Met,MAR,B,0.022158511
MOBY,M2,500,Met,MAR,B,0.022873302
MOBY,M2,500,Met,MAR,B,0.022873302
MOBY,M2,500,Met,MAR,B,0.022873302
MOBY,M2,500,Met,MAR,B,0.022873302
MOBY,M2,500,Met,MAR,B,0.023588092
MOBY,M2,500,Met,MAR,B,0.023588092
MOBY,M2,500,Met,MAR,B,0.023588092
MOBY,M2,500,Met,MAR,B,0.023588092
MOBY,M2,500,Met,MAR,B,0.023588092
MOBY,M2,500,Met,MAR,B,0.023588092
MOBY,M2,500,Met,MAR,B,0.023588092
MOBY,M2,500,Met,MAR,B,0.024302883
MOBY,M2,500,Met,MAR,B,0.024302883
MOBY,M2,500,Met,MAR,B,0.024302883
MOBY,M2,500,Met,MAR,B,0.024302883
MOBY,M2,500,Met,MAR,B,0.024302883
MOBY,M2,500,Met,MAR,B,0.024302883
MOBY,M2,500,Met,MAR,B,0.024302883
MOBY,M2,500,Met,MAR,B,0.025017674
MOBY,M2,500,Met,MAR,B,0.025017674
MOBY,M2,500,Met,MAR,B,0.025017674
MOBY,M2,500,Met,MAR,B,0.025017674
MOBY,M2,500,Met,MAR,B,0.025017674
MOBY,M2,500,Met,MAR,B,0.025017674
MOBY,M2,500,Met,MAR,B,0.025017674
MOBY,M2,500,Met,MAR,B,0.025732464
MOBY,M2,500,Met,MAR,B,0.025732464
MOBY,M2,500,Met,MAR,B,0.025732464
MOBY,M2,500,Met,MAR,B,0.025732464
MOBY,M2,500,Met,MAR,B,0.025732464
MOBY,M2,500,Met,MAR,B,0.025732464
MOBY,M2,500,Met,MAR,B,0.025732464
MOBY,M2,500,Met,MAR,B,0.025732464
MOBY,M2,500,Met,MAR,B,0.025732464
MOBY,M2,500,Met,MAR,B,0.026447255
MOBY,M2,500,Met,MAR,B,0.026447255
MOBY,M2,500,Met,MAR,B,0.026447255
MOBY,M2,500,Met,MAR,B,0.026447255
MOBY,M2,500,Met,MAR,B,0.026447255
MOBY,M2,500,Met,MAR,B,0.026447255
MOBY,M2,500,Met,MAR,B,0.026447255
MOBY,M2,500,Met,MAR,B,0.027162046
MOBY,M2,500,Met,MAR,B,0.027162046
MOBY,M2,500,Met,MAR,B,0.027162046
MOBY,M2,500,Met,MAR,B,0.027162046
MOBY,M2,500,Met,MAR,B,0.027162046
MOBY,M2,500,Met,MAR,B,0.027162046
MOBY,M2,500,Met,MAR,B,0.027876836
MOBY,M2,500,Met,MAR,B,0.027876836
MOBY,M2,500,Met,MAR,B,0.027876836
MOBY,M2,500,Met,MAR,B,0.027876836
MOBY,M2,500,Met,MAR,B,0.027876836
MOBY,M2,500,Met,MAR,B,0.028591627
MOBY,M2,500,Met,MAR,B,0.028591627
MOBY,M2,500,Met,MAR,B,0.028591627
MOBY,M2,500,Met,MAR,B,0.029306418
MOBY,M2,500,Met,MAR,B,0.029306418
MOBY,M2,500,Met,MAR,B,0.029306418
MOBY,M2,500,Met,MAR,B,0.029306418
MOBY,M2,500,Met,MAR,B,0.029306418
MOBY,M2,500,Met,MAR,B,0.030021208
MOBY,M2,500,Met,MAR,B,0.030021208
MOBY,M2,500,Met,MAR,B,0.030021208
MOBY,M2,500,Met,MAR,B,0.030021208
MOBY,M2,500,Met,MAR,B,0.030021208
MOBY,M2,500,Met,MAR,B,0.030021208
MOBY,M2,500,Met,MAR,B,0.030021208
MOBY,M2,500,Met,MAR,B,0.030735999
MOBY,M2,500,Met,MAR,B,0.030735999
MOBY,M2,500,Met,MAR,B,0.030735999
MOBY,M2,500,Met,MAR,B,0.030735999
MOBY,M2,500,Met,MAR,B,0.030735999
MOBY,M2,500,Met,MAR,B,0.030735999
MOBY,M2,500,Met,MAR,B,0.03145079
MOBY,M2,500,Met,MAR,B,0.03145079
MOBY,M2,500,Met,MAR,B,0.03145079
MOBY,M2,500,Met,MAR,B,0.03145079
MOBY,M2,500,Met,MAR,B,0.03145079
MOBY,M2,500,Met,MAR,B,0.03145079
MOBY,M2,500,Met,MAR,B,0.03145079
MOBY,M2,500,Met,MAR,B,0.03216558
MOBY,M2,500,Met,MAR,B,0.03216558
MOBY,M2,500,Met,MAR,B,0.03216558
MOBY,M2,500,Met,MAR,B,0.03216558
MOBY,M2,500,Met,MAR,B,0.032880371
MOBY,M2,500,Met,MAR,B,0.032880371
MOBY,M2,500,Met,MAR,B,0.032880371
MOBY,M2,500,Met,MAR,B,0.032880371
MOBY,M2,500,Met,MAR,B,0.033595162
MOBY,M2,500,Met,MAR,B,0.033595162
MOBY,M2,500,Met,MAR,B,0.033595162
MOBY,M2,500,Met,MAR,B,0.033595162
MOBY,M2,500,Met,MAR,B,0.033595162
MOBY,M2,500,Met,MAR,B,0.033595162
MOBY,M2,500,Met,MAR,B,0.034309952
MOBY,M2,500,Met,MAR,B,0.034309952
MOBY,M2,500,Met,MAR,B,0.034309952
MOBY,M2,500,Met,MAR,B,0.034309952
MOBY,M2,500,Met,MAR,B,0.035024743
MOBY,M2,500,Met,MAR,B,0.035024743
MOBY,M2,500,Met,MAR,B,0.035024743
MOBY,M2,500,Met,MAR,B,0.035024743
MOBY,M2,500,Met,MAR,B,0.035024743
MOBY,M2,500,Met,MAR,B,0.035024743
MOBY,M2,500,Met,MAR,B,0.035024743
MOBY,M2,500,Met,MAR,B,0.035739534
MOBY,M2,500,Met,MAR,B,0.035739534
MOBY,M2,500,Met,MAR,B,0.035739534
MOBY,M2,500,Met,MAR,B,0.035739534
MOBY,M2,500,Met,MAR,B,0.035739534
MOBY,M2,500,Met,MAR,B,0.036454324
MOBY,M2,500,Met,MAR,B,0.036454324
MOBY,M2,500,Met,MAR,B,0.036454324
MOBY,M2,500,Met,MAR,B,0.036454324
MOBY,M2,500,Met,MAR,B,0.036454324
MOBY,M2,500,Met,MAR,B,0.036454324
MOBY,M2,500,Met,MAR,B,0.037169115
MOBY,M2,500,Met,MAR,B,0.037169115
MOBY,M2,500,Met,MAR,B,0.037169115
MOBY,M2,500,Met,MAR,B,0.037169115
MOBY,M2,500,Met,MAR,B,0.037169115
MOBY,M2,500,Met,MAR,B,0.037169115
MOBY,M2,500,Met,MAR,B,0.037169115
MOBY,M2,500,Met,MAR,B,0.037883906
MOBY,M2,500,Met,MAR,B,0.037883906
MOBY,M2,500,Met,MAR,B,0.037883906
MOBY,M2,500,Met,MAR,B,0.038598696
MOBY,M2,500,Met,MAR,B,0.038598696
MOBY,M2,500,Met,MAR,B,0.038598696
MOBY,M2,500,Met,MAR,B,0.038598696
MOBY,M2,500,Met,MAR,B,0.038598696
MOBY,M2,500,Met,MAR,B,0.038598696
MOBY,M2,500,Met,MAR,B,0.038598696
MOBY,M2,500,Met,MAR,B,0.038598696
MOBY,M2,500,Met,MAR,B,0.039313487
MOBY,M2,500,Met,MAR,B,0.039313487
MOBY,M2,500,Met,MAR,B,0.039313487
MOBY,M2,500,Met,MAR,B,0.040028278
MOBY,M2,500,Met,MAR,B,0.040028278
MOBY,M2,500,Met,MAR,B,0.040028278
MOBY,M2,500,Met,MAR,B,0.040028278
MOBY,M2,500,Met,MAR,B,0.040028278
MOBY,M2,500,Met,MAR,B,0.040028278
MOBY,M2,500,Met,MAR,B,0.040028278
MOBY,M2,500,Met,MAR,B,0.040028278
MOBY,M2,500,Met,MAR,B,0.040743068
MOBY,M2,500,Met,MAR,B,0.040743068
MOBY,M2,500,Met,MAR,B,0.040743068
MOBY,M2,500,Met,MAR,B,0.040743068
MOBY,M2,500,Met,MAR,B,0.041457859
MOBY,M2,500,Met,MAR,B,0.041457859
MOBY,M2,500,Met,MAR,B,0.041457859
MOBY,M2,500,Met,MAR,B,0.041457859
MOBY,M2,500,Met,MAR,B,0.041457859
MOBY,M2,500,Met,MAR,B,0.041457859
MOBY,M2,500,Met,MAR,B,0.041457859
MOBY,M2,500,Met,MAR,B,0.04217265
MOBY,M2,500,Met,MAR,B,0.04217265
MOBY,M2,500,Met,MAR,B,0.04288744
MOBY,M2,500,Met,MAR,B,0.04288744
MOBY,M2,500,Met,MAR,B,0.04288744
MOBY,M2,500,Met,MAR,B,0.04288744
MOBY,M2,500,Met,MAR,B,0.04288744
MOBY,M2,500,Met,MAR,B,0.04288744
MOBY,M2,500,Met,MAR,B,0.04288744
MOBY,M2,500,Met,MAR,B,0.043602231
MOBY,M2,500,Met,MAR,B,0.043602231
MOBY,M2,500,Met,MAR,B,0.043602231
MOBY,M2,500,Met,MAR,B,0.043602231
MOBY,M2,500,Met,MAR,B,0.043602231
MOBY,M2,500,Met,MAR,B,0.043602231
MOBY,M2,500,Met,MAR,B,0.043602231
MOBY,M2,500,Met,MAR,B,0.044317022
MOBY,M2,500,Met,MAR,B,0.044317022
MOBY,M2,500,Met,MAR,B,0.044317022
MOBY,M2,500,Met,MAR,B,0.044317022
MOBY,M2,500,Met,MAR,B,0.044317022
MOBY,M2,500,Met,MAR,B,0.045031812
MOBY,M2,500,Met,MAR,B,0.045031812
MOBY,M2,500,Met,MAR,B,0.045031812
MOBY,M2,500,Met,MAR,B,0.045031812
MOBY,M2,500,Met,MAR,B,0.045031812
MOBY,M2,500,Met,MAR,B,0.045031812
MOBY,M2,500,Met,MAR,B,0.045031812
MOBY,M2,500,Met,MAR,B,0.045746603
MOBY,M2,500,Met,MAR,B,0.045746603
MOBY,M2,500,Met,MAR,B,0.045746603
MOBY,M2,500,Met,MAR,B,0.045746603
MOBY,M2,500,Met,MAR,B,0.045746603
MOBY,M2,500,Met,MAR,B,0.045746603
MOBY,M2,500,Met,MAR,B,0.046461394
MOBY,M2,500,Met,MAR,B,0.046461394
MOBY,M2,500,Met,MAR,B,0.046461394
MOBY,M2,500,Met,MAR,B,0.046461394
MOBY,M2,500,Met,MAR,B,0.046461394
MOBY,M2,500,Met,MAR,B,0.047176184
MOBY,M2,500,Met,MAR,B,0.047176184
MOBY,M2,500,Met,MAR,B,0.047176184
MOBY,M2,500,Met,MAR,B,0.047176184
MOBY,M2,500,Met,MAR,B,0.047176184
MOBY,M2,500,Met,MAR,B,0.047176184
MOBY,M2,500,Met,MAR,B,0.047890975
MOBY,M2,500,Met,MAR,B,0.047890975
MOBY,M2,500,Met,MAR,B,0.047890975
MOBY,M2,500,Met,MAR,B,0.047890975
MOBY,M2,500,Met,MAR,B,0.047890975
MOBY,M2,500,Met,MAR,B,0.047890975
MOBY,M2,500,Met,MAR,B,0.047890975
MOBY,M2,500,Met,MAR,B,0.048605766
MOBY,M2,500,Met,MAR,B,0.048605766
MOBY,M2,500,Met,MAR,B,0.048605766
MOBY,M2,500,Met,MAR,B,0.048605766
MOBY,M2,500,Met,MAR,B,0.048605766
MOBY,M2,500,Met,MAR,B,0.048605766
MOBY,M2,500,Met,MAR,B,0.048605766
MOBY,M2,500,Met,MAR,B,0.049320556
MOBY,M2,500,Met,MAR,B,0.049320556
MOBY,M2,500,Met,MAR,B,0.049320556
MOBY,M2,500,Met,MAR,B,0.049320556
MOBY,M2,500,Met,MAR,B,0.049320556
MOBY,M2,500,Met,MAR,B,0.050035347
MOBY,M2,500,Met,MAR,B,0.050035347
MOBY,M2,500,Met,MAR,B,0.050035347
MOBY,M2,500,Met,MAR,B,0.050035347
MOBY,M2,500,Met,MAR,B,0.050035347
MOBY,M2,500,Met,MAR,B,0.050035347
MOBY,M2,500,Met,MAR,B,0.050035347
MOBY,M2,500,Met,MAR,B,0.050035347
MOBY,M2,500,Met,MAR,B,0.050035347
MOBY,M2,500,Met,MAR,B,0.050750138
MOBY,M2,500,Met,MAR,B,0.050750138
MOBY,M2,500,Met,MAR,B,0.050750138
MOBY,M2,500,Met,MAR,B,0.050750138
MOBY,M2,500,Met,MAR,B,0.051464928
MOBY,M2,500,Met,MAR,B,0.051464928
MOBY,M2,500,Met,MAR,B,0.051464928
MOBY,M2,500,Met,MAR,B,0.051464928
MOBY,M2,500,Met,MAR,B,0.051464928
MOBY,M2,500,Met,MAR,B,0.051464928
MOBY,M2,500,Met,MAR,B,0.051464928
MOBY,M2,500,Met,MAR,B,0.051464928
MOBY,M2,500,Met,MAR,B,0.051464928
MOBY,M2,500,Met,MAR,B,0.051464928
MOBY,M2,500,Met,MAR,B,0.051464928
MOBY,M2,500,Met,MAR,B,0.052179719
MOBY,M2,500,Met,MAR,B,0.052179719
MOBY,M2,500,Met,MAR,B,0.052179719
MOBY,M2,500,Met,MAR,B,0.052179719
MOBY,M2,500,Met,MAR,B,0.052179719
MOBY,M2,500,Met,MAR,B,0.052179719
MOBY,M2,500,Met,MAR,B,0.05289451
MOBY,M2,500,Met,MAR,B,0.05289451
MOBY,M2,500,Met,MAR,B,0.05289451
MOBY,M2,500,Met,MAR,B,0.05289451
MOBY,M2,500,Met,MAR,B,0.05289451
MOBY,M2,500,Met,MAR,B,0.05289451
MOBY,M2,500,Met,MAR,B,0.05289451
MOBY,M2,500,Met,MAR,B,0.05289451
MOBY,M2,500,Met,MAR,B,0.05289451
MOBY,M2,500,Met,MAR,B,0.0536093
MOBY,M2,500,Met,MAR,B,0.0536093
MOBY,M2,500,Met,MAR,B,0.0536093
MOBY,M2,500,Met,MAR,B,0.0536093
MOBY,M2,500,Met,MAR,B,0.0536093
MOBY,M2,500,Met,MAR,B,0.0536093
MOBY,M2,500,Met,MAR,B,0.0536093
MOBY,M2,500,Met,MAR,B,0.0536093
MOBY,M2,500,Met,MAR,B,0.0536093
MOBY,M2,500,Met,MAR,B,0.0536093
MOBY,M2,500,Met,MAR,B,0.054324091
MOBY,M2,500,Met,MAR,B,0.054324091
MOBY,M2,500,Met,MAR,B,0.054324091
MOBY,M2,500,Met,MAR,B,0.054324091
MOBY,M2,500,Met,MAR,B,0.054324091
MOBY,M2,500,Met,MAR,B,0.054324091
MOBY,M2,500,Met,MAR,B,0.054324091
MOBY,M2,500,Met,MAR,B,0.054324091
MOBY,M2,500,Met,MAR,B,0.055038882
MOBY,M2,500,Met,MAR,B,0.055038882
MOBY,M2,500,Met,MAR,B,0.055038882
MOBY,M2,500,Met,MAR,B,0.055038882
MOBY,M2,500,Met,MAR,B,0.055038882
MOBY,M2,500,Met,MAR,B,0.055038882
MOBY,M2,500,Met,MAR,B,0.055753673
MOBY,M2,500,Met,MAR,B,0.055753673
MOBY,M2,500,Met,MAR,B,0.055753673
MOBY,M2,500,Met,MAR,B,0.055753673
MOBY,M2,500,Met,MAR,B,0.056468463
MOBY,M2,500,Met,MAR,B,0.056468463
MOBY,M2,500,Met,MAR,B,0.056468463
MOBY,M2,500,Met,MAR,B,0.056468463
MOBY,M2,500,Met,MAR,B,0.056468463
MOBY,M2,500,Met,MAR,B,0.057183254
MOBY,M2,500,Met,MAR,B,0.057183254
MOBY,M2,500,Met,MAR,B,0.057183254
MOBY,M2,500,Met,MAR,B,0.057183254
MOBY,M2,500,Met,MAR,B,0.057898045
MOBY,M2,500,Met,MAR,B,0.057898045
MOBY,M2,500,Met,MAR,B,0.058612835
MOBY,M2,500,Met,MAR,B,0.058612835
MOBY,M2,500,Met,MAR,B,0.058612835
MOBY,M2,500,Met,MAR,B,0.058612835
MOBY,M2,500,Met,MAR,B,0.058612835
MOBY,M2,500,Met,MAR,B,0.058612835
MOBY,M2,500,Met,MAR,B,0.059327626
MOBY,M2,500,Met,MAR,B,0.059327626
MOBY,M2,500,Met,MAR,B,0.059327626
MOBY,M2,500,Met,MAR,B,0.059327626
MOBY,M2,500,Met,MAR,B,0.059327626
MOBY,M2,500,Met,MAR,B,0.059327626
