cruise,st,depth_m,substrate,method,repl,silver.grain_um2/h
MOBY,M2,400,Met,MAR,A,0.132343866
MOBY,M2,400,Met,MAR,A,0.065121585
MOBY,M2,400,Met,MAR,A,0.063721121
MOBY,M2,400,Met,MAR,A,0.017505802
MOBY,M2,400,Met,MAR,A,0.024508123
MOBY,M2,400,Met,MAR,A,0.025208355
MOBY,M2,400,Met,MAR,A,0.065121585
MOBY,M2,400,Met,MAR,A,0.035711837
MOBY,M2,400,Met,MAR,A,0.088229244
MOBY,M2,400,Met,MAR,A,0.067222281
MOBY,M2,400,Met,MAR,A,0.082627387
MOBY,M2,400,Met,MAR,A,0.067222281
MOBY,M2,400,Met,MAR,A,0.028709516
MOBY,M2,400,Met,MAR,A,0.086128548
MOBY,M2,400,Met,MAR,A,0.058819496
MOBY,M2,400,Met,MAR,A,0.01680557
MOBY,M2,400,Met,MAR,A,0.014704874
MOBY,M2,400,Met,MAR,A,0.051817175
MOBY,M2,400,Met,MAR,A,0.036412069
MOBY,M2,400,Met,MAR,A,0.017505802
MOBY,M2,400,Met,MAR,A,0.163154078
MOBY,M2,400,Met,MAR,A,0.007702553
MOBY,M2,400,Met,MAR,A,0.009103017
MOBY,M2,400,Met,MAR,A,0.011203714
MOBY,M2,400,Met,MAR,A,0.063721121
MOBY,M2,400,Met,MAR,A,0.118339224
MOBY,M2,400,Met,MAR,A,0.112037135
MOBY,M2,400,Met,MAR,A,0.030810212
MOBY,M2,400,Met,MAR,A,0.07002321
MOBY,M2,400,Met,MAR,A,0.074924834
MOBY,M2,400,Met,MAR,A,0.058819496
MOBY,M2,400,Met,MAR,A,0.042714158
MOBY,M2,400,Met,MAR,A,0.028009284
MOBY,M2,400,Met,MAR,A,0.032210676
MOBY,M2,400,Met,MAR,A,0.017505802
MOBY,M2,400,Met,MAR,A,0.014004642
MOBY,M2,400,Met,MAR,A,0.076325298
MOBY,M2,400,Met,MAR,A,0.116238528
MOBY,M2,400,Met,MAR,A,0.004201393
MOBY,M2,400,Met,MAR,A,0.01680557
MOBY,M2,400,Met,MAR,A,0.011203714
MOBY,M2,400,Met,MAR,A,0.065821817
MOBY,M2,400,Met,MAR,A,0.097332261
MOBY,M2,400,Met,MAR,A,0.041313694
MOBY,M2,400,Met,MAR,A,0.011903946
MOBY,M2,400,Met,MAR,A,0.035711837
MOBY,M2,400,Met,MAR,A,0.019606499
MOBY,M2,400,Met,MAR,A,0.021006963
MOBY,M2,400,Met,MAR,A,0.119739688
MOBY,M2,400,Met,MAR,A,0.005601857
MOBY,M2,400,Met,MAR,A,0.070723442
MOBY,M2,400,Met,MAR,A,0.084728084
MOBY,M2,400,Met,MAR,A,0.119739688
MOBY,M2,400,Met,MAR,A,0.201666843
MOBY,M2,400,Met,MAR,A,0.006302089
MOBY,M2,400,Met,MAR,A,0.025208355
MOBY,M2,400,Met,MAR,A,0.005601857
MOBY,M2,400,Met,MAR,A,0.018906267
MOBY,M2,400,Met,MAR,A,0.062320656
MOBY,M2,400,Met,MAR,A,0.007702553
MOBY,M2,400,Met,MAR,A,0.029409748
MOBY,M2,400,Met,MAR,A,0.004201393
MOBY,M2,400,Met,MAR,A,0.021006963
MOBY,M2,400,Met,MAR,A,0.027309052
MOBY,M2,400,Met,MAR,A,0.012604178
MOBY,M2,400,Met,MAR,A,0.037812533
MOBY,M2,400,Met,MAR,A,0.046215318
MOBY,M2,400,Met,MAR,A,0.088929476
MOBY,M2,400,Met,MAR,A,0.037812533
MOBY,M2,400,Met,MAR,A,0.095231565
MOBY,M2,400,Met,MAR,A,0.054618103
MOBY,M2,400,Met,MAR,A,0.024508123
MOBY,M2,400,Met,MAR,A,0.033611141
MOBY,M2,400,Met,MAR,A,0.005601857
MOBY,M2,400,Met,MAR,A,0.028709516
MOBY,M2,400,Met,MAR,A,0.018906267
MOBY,M2,400,Met,MAR,A,0.035711837
MOBY,M2,400,Met,MAR,A,0.007002321
MOBY,M2,400,Met,MAR,A,0.058119264
MOBY,M2,400,Met,MAR,A,0.022407427
MOBY,M2,400,Met,MAR,A,0.021006963
MOBY,M2,400,Met,MAR,A,0.020306731
MOBY,M2,400,Met,MAR,A,0.111336903
MOBY,M2,400,Met,MAR,A,0.058819496
MOBY,M2,400,Met,MAR,A,0.051116943
MOBY,M2,400,Met,MAR,A,0.032910908
MOBY,M2,400,Met,MAR,A,0.015405106
MOBY,M2,400,Met,MAR,A,0.039913229
MOBY,M2,400,Met,MAR,A,0.022407427
MOBY,M2,400,Met,MAR,A,0.1505499
MOBY,M2,400,Met,MAR,A,0.052517407
MOBY,M2,400,Met,MAR,A,0.031510444
MOBY,M2,400,Met,MAR,A,0.015405106
MOBY,M2,400,Met,MAR,A,0.022407427
MOBY,M2,400,Met,MAR,A,0.17365756
MOBY,M2,400,Met,MAR,A,0.129542938
MOBY,M2,400,Met,MAR,A,0.032210676
MOBY,M2,400,Met,MAR,A,0.07352437
MOBY,M2,400,Met,MAR,A,0.065821817
MOBY,M2,400,Met,MAR,A,0.053917871
MOBY,M2,400,Met,MAR,A,0.007002321
MOBY,M2,400,Met,MAR,A,0.184161041
MOBY,M2,400,Met,MAR,A,0.010503481
MOBY,M2,400,Met,MAR,A,0.102934118
MOBY,M2,400,Met,MAR,A,0.148449204
MOBY,M2,400,Met,MAR,A,0.02660882
MOBY,M2,400,Met,MAR,A,0.018206034
MOBY,M2,400,Met,MAR,A,0.087529012
MOBY,M2,400,Met,MAR,A,0.028709516
MOBY,M2,400,Met,MAR,A,0.027309052
MOBY,M2,400,Met,MAR,A,0.006302089
MOBY,M2,400,Met,MAR,A,0.007702553
MOBY,M2,400,Met,MAR,A,0.019606499
MOBY,M2,400,Met,MAR,A,0.086128548
MOBY,M2,400,Met,MAR,A,0.020306731
MOBY,M2,400,Met,MAR,A,0.020306731
MOBY,M2,400,Met,MAR,A,0.023807891
MOBY,M2,400,Met,MAR,A,0.041313694
MOBY,M2,400,Met,MAR,A,0.045515086
MOBY,M2,400,Met,MAR,A,0.066522049
MOBY,M2,400,Met,MAR,A,0.020306731
MOBY,M2,400,Met,MAR,A,0.038512765
MOBY,M2,400,Met,MAR,A,0.012604178
MOBY,M2,400,Met,MAR,A,0.023107659
MOBY,M2,400,Met,MAR,A,0.009103017
MOBY,M2,400,Met,MAR,A,0.081226923
MOBY,M2,400,Met,MAR,A,0.037812533
MOBY,M2,400,Met,MAR,A,0.004901625
MOBY,M2,400,Met,MAR,A,0.025908588
MOBY,M2,400,Met,MAR,A,0.008402785
MOBY,M2,400,Met,MAR,A,0.021707195
MOBY,M2,400,Met,MAR,A,0.039212997
MOBY,M2,400,Met,MAR,A,0.053917871
MOBY,M2,400,Met,MAR,A,0.009803249
MOBY,M2,400,Met,MAR,A,0.04691555
MOBY,M2,400,Met,MAR,A,0.018206034
MOBY,M2,400,Met,MAR,A,0.067222281
MOBY,M2,400,Met,MAR,A,0.025908588
MOBY,M2,400,Met,MAR,A,0.035711837
MOBY,M2,400,Met,MAR,A,0.015405106
MOBY,M2,400,Met,MAR,A,0.025208355
MOBY,M2,400,Met,MAR,A,0.00350116
MOBY,M2,400,Met,MAR,A,0.009103017
MOBY,M2,400,Met,MAR,A,0.064421353
MOBY,M2,400,Met,MAR,A,0.105735046
MOBY,M2,400,Met,MAR,A,0.028709516
MOBY,M2,400,Met,MAR,A,0.088929476
MOBY,M2,400,Met,MAR,A,0.006302089
MOBY,M2,400,Met,MAR,A,0.033611141
MOBY,M2,400,Met,MAR,A,0.023807891
MOBY,M2,400,Met,MAR,A,0.018906267
MOBY,M2,400,Met,MAR,A,0.072824138
MOBY,M2,400,Met,MAR,A,0.030810212
MOBY,M2,400,Met,MAR,A,0.025208355
MOBY,M2,400,Met,MAR,A,0.091730404
MOBY,M2,400,Met,MAR,A,0.135144794
MOBY,M2,400,Met,MAR,A,0.040613462
MOBY,M2,400,Met,MAR,A,0.057419032
MOBY,M2,400,Met,MAR,A,0.06021996
MOBY,M2,400,Met,MAR,A,0.051817175
MOBY,M2,400,Met,MAR,A,0.048316015
MOBY,M2,400,Met,MAR,A,0.038512765
MOBY,M2,400,Met,MAR,A,0.091730404
MOBY,M2,400,Met,MAR,A,0.004901625
MOBY,M2,400,Met,MAR,A,0.049016247
MOBY,M2,400,Met,MAR,A,0.014704874
MOBY,M2,400,Met,MAR,A,0.062320656
MOBY,M2,400,Met,MAR,A,0.028709516
MOBY,M2,400,Met,MAR,A,0.151250133
MOBY,M2,400,Met,MAR,A,0.086128548
MOBY,M2,400,Met,MAR,A,0.02660882
MOBY,M2,400,Met,MAR,A,0.03010998
MOBY,M2,400,Met,MAR,A,0.018206034
MOBY,M2,400,Met,MAR,A,0.033611141
MOBY,M2,400,Met,MAR,A,0.030810212
MOBY,M2,400,Met,MAR,A,0.004901625
MOBY,M2,400,Met,MAR,A,0.049716479
MOBY,M2,400,Met,MAR,A,0.012604178
MOBY,M2,400,Met,MAR,A,0.132343866
MOBY,M2,400,Met,MAR,A,0.037112301
MOBY,M2,400,Met,MAR,A,0.011203714
MOBY,M2,400,Met,MAR,A,0.132343866
MOBY,M2,400,Met,MAR,A,0.099432958
MOBY,M2,400,Met,MAR,A,0.08682878
MOBY,M2,400,Met,MAR,A,0.112737367
MOBY,M2,400,Met,MAR,A,0.014704874
MOBY,M2,400,Met,MAR,A,0.072824138
MOBY,M2,400,Met,MAR,A,0.005601857
MOBY,M2,400,Met,MAR,A,0.014704874
MOBY,M2,400,Met,MAR,A,0.021707195
MOBY,M2,400,Met,MAR,A,0.102934118
MOBY,M2,400,Met,MAR,A,0.110636671
MOBY,M2,400,Met,MAR,A,0.051116943
MOBY,M2,400,Met,MAR,A,0.022407427
MOBY,M2,400,Met,MAR,A,0.014004642
MOBY,M2,400,Met,MAR,A,0.046215318
MOBY,M2,400,Met,MAR,A,0.012604178
MOBY,M2,400,Met,MAR,A,0.010503481
MOBY,M2,400,Met,MAR,A,0.081226923
MOBY,M2,400,Met,MAR,A,0.044114622
MOBY,M2,400,Met,MAR,A,0.084728084
MOBY,M2,400,Met,MAR,A,0.121840385
MOBY,M2,400,Met,MAR,A,0.00350116
MOBY,M2,400,Met,MAR,A,0.044114622
MOBY,M2,400,Met,MAR,A,0.057419032
MOBY,M2,400,Met,MAR,A,0.063020889
MOBY,M2,400,Met,MAR,A,0.119739688
MOBY,M2,400,Met,MAR,A,0.062320656
MOBY,M2,400,Met,MAR,A,0.014004642
MOBY,M2,400,Met,MAR,A,0.039913229
MOBY,M2,400,Met,MAR,A,0.166655239
MOBY,M2,400,Met,MAR,A,0.049716479
MOBY,M2,400,Met,MAR,A,0.181360113
MOBY,M2,400,Met,MAR,A,0.011903946
MOBY,M2,400,Met,MAR,A,0.152650597
MOBY,M2,400,Met,MAR,A,0.038512765
MOBY,M2,400,Met,MAR,A,0.044814854
MOBY,M2,400,Met,MAR,A,0.01680557
MOBY,M2,400,Met,MAR,A,0.037812533
MOBY,M2,400,Met,MAR,A,0.029409748
MOBY,M2,400,Met,MAR,A,0.028709516
MOBY,M2,400,Met,MAR,A,0.032910908
MOBY,M2,400,Met,MAR,A,0.099432958
MOBY,M2,400,Met,MAR,A,0.030810212
MOBY,M2,400,Met,MAR,A,0.039913229
MOBY,M2,400,Met,MAR,A,0.007702553
MOBY,M2,400,Met,MAR,A,0.016105338
MOBY,M2,400,Met,MAR,A,0.095231565
MOBY,M2,400,Met,MAR,A,0.094531333
MOBY,M2,400,Met,MAR,A,0.034311373
MOBY,M2,400,Met,MAR,A,0.007002321
MOBY,M2,400,Met,MAR,A,0.009103017
MOBY,M2,400,Met,MAR,A,0.035011605
MOBY,M2,400,Met,MAR,A,0.147748972
MOBY,M2,400,Met,MAR,A,0.054618103
MOBY,M2,400,Met,MAR,A,0.008402785
MOBY,M2,400,Met,MAR,A,0.019606499
MOBY,M2,400,Met,MAR,A,0.092430637
MOBY,M2,400,Met,MAR,A,0.01680557
MOBY,M2,400,Met,MAR,A,0.022407427
MOBY,M2,400,Met,MAR,A,0.038512765
MOBY,M2,400,Met,MAR,A,0.093831101
MOBY,M2,400,Met,MAR,A,0.005601857
MOBY,M2,400,Met,MAR,A,0.014704874
MOBY,M2,400,Met,MAR,A,0.042714158
MOBY,M2,400,Met,MAR,A,0.009103017
MOBY,M2,400,Met,MAR,A,0.042714158
MOBY,M2,400,Met,MAR,A,0.102934118
MOBY,M2,400,Met,MAR,A,0.049016247
MOBY,M2,400,Met,MAR,A,0.023107659
MOBY,M2,400,Met,MAR,A,0.021707195
MOBY,M2,400,Met,MAR,A,0.03010998
MOBY,M2,400,Met,MAR,A,0.015405106
MOBY,M2,400,Met,MAR,A,0.067922513
MOBY,M2,400,Met,MAR,A,0.030810212
MOBY,M2,400,Met,MAR,A,0.033611141
MOBY,M2,400,Met,MAR,A,0.035011605
MOBY,M2,400,Met,MAR,A,0.011203714
MOBY,M2,400,Met,MAR,A,0.004901625
MOBY,M2,400,Met,MAR,A,0.029409748
MOBY,M2,400,Met,MAR,A,0.042013926
MOBY,M2,400,Met,MAR,A,0.007002321
MOBY,M2,400,Met,MAR,A,0.020306731
MOBY,M2,400,Met,MAR,A,0.00350116
MOBY,M2,400,Met,MAR,A,0.044814854
MOBY,M2,400,Met,MAR,A,0.091030172
MOBY,M2,400,Met,MAR,A,0.014004642
MOBY,M2,400,Met,MAR,A,0.018906267
MOBY,M2,400,Met,MAR,A,0.064421353
MOBY,M2,400,Met,MAR,A,0.048316015
MOBY,M2,400,Met,MAR,A,0.031510444
MOBY,M2,400,Met,MAR,A,0.016105338
MOBY,M2,400,Met,MAR,A,0.044114622
MOBY,M2,400,Met,MAR,A,0.034311373
MOBY,M2,400,Met,MAR,A,0.010503481
MOBY,M2,400,Met,MAR,A,0.023107659
MOBY,M2,400,Met,MAR,A,0.186261737
MOBY,M2,400,Met,MAR,A,0.088229244
MOBY,M2,400,Met,MAR,A,0.101533654
MOBY,M2,400,Met,MAR,A,0.009103017
MOBY,M2,400,Met,MAR,A,0.005601857
MOBY,M2,400,Met,MAR,A,0.016105338
MOBY,M2,400,Met,MAR,A,0.02660882
MOBY,M2,400,Met,MAR,A,0.0567188
MOBY,M2,400,Met,MAR,A,0.059519728
MOBY,M2,400,Met,MAR,A,0.004201393
MOBY,M2,400,Met,MAR,A,0.095231565
MOBY,M2,400,Met,MAR,A,0.025908588
MOBY,M2,400,Met,MAR,A,0.02660882
MOBY,M2,400,Met,MAR,A,0.079826459
MOBY,M2,400,Met,MAR,A,0.044814854
MOBY,M2,400,Met,MAR,A,0.007002321
MOBY,M2,400,Met,MAR,A,0.038512765
MOBY,M2,400,Met,MAR,A,0.079826459
MOBY,M2,400,Met,MAR,A,0.087529012
MOBY,M2,400,Met,MAR,A,0.098032493
MOBY,M2,400,Met,MAR,A,0.083327619
MOBY,M2,400,Met,MAR,A,0.067922513
MOBY,M2,400,Met,MAR,A,0.006302089
MOBY,M2,400,Met,MAR,A,0.072824138
MOBY,M2,400,Met,MAR,A,0.008402785
MOBY,M2,400,Met,MAR,A,0.109236207
MOBY,M2,400,Met,MAR,A,0.072824138
MOBY,M2,400,Met,MAR,A,0.049016247
MOBY,M2,400,Met,MAR,A,0.01680557
MOBY,M2,400,Met,MAR,A,0.036412069
MOBY,M2,400,Met,MAR,A,0.147748972
MOBY,M2,400,Met,MAR,A,0.088229244
MOBY,M2,400,Met,MAR,A,0.12043992
MOBY,M2,400,Met,MAR,A,0.128842706
MOBY,M2,400,Met,MAR,A,0.028709516
MOBY,M2,400,Met,MAR,A,0.004201393
MOBY,M2,400,Met,MAR,A,0.025208355
MOBY,M2,400,Met,MAR,A,0.089629708
MOBY,M2,400,Met,MAR,A,0.093831101
MOBY,M2,400,Met,MAR,A,0.004901625
MOBY,M2,400,Met,MAR,A,0.071423674
MOBY,M2,400,Met,MAR,A,0.079826459
MOBY,M2,400,Met,MAR,A,0.023807891
MOBY,M2,400,Met,MAR,A,0.051116943
MOBY,M2,400,Met,MAR,A,0.044814854
MOBY,M2,400,Met,MAR,A,0.041313694
MOBY,M2,400,Met,MAR,A,0.050416711
MOBY,M2,400,Met,MAR,A,0.112737367
MOBY,M2,400,Met,MAR,A,0.065821817
MOBY,M2,400,Met,MAR,A,0.050416711
MOBY,M2,400,Met,MAR,A,0.098032493
MOBY,M2,400,Met,MAR,A,0.098032493
MOBY,M2,400,Met,MAR,A,0.018206034
MOBY,M2,400,Met,MAR,A,0.065121585
MOBY,M2,400,Met,MAR,A,0.115538296
MOBY,M2,400,Met,MAR,A,0.12043992
MOBY,M2,400,Met,MAR,A,0.030810212
MOBY,M2,400,Met,MAR,A,0.028709516
MOBY,M2,400,Met,MAR,A,0.035711837
MOBY,M2,400,Met,MAR,A,0.018906267
MOBY,M2,400,Met,MAR,A,0.019606499
MOBY,M2,400,Met,MAR,A,0.024508123
MOBY,M2,400,Met,MAR,A,0.011203714
MOBY,M2,400,Met,MAR,A,0.042013926
MOBY,M2,400,Met,MAR,A,0.063721121
MOBY,M2,400,Met,MAR,A,0.125341545
MOBY,M2,400,Met,MAR,A,0.0567188
MOBY,M2,400,Met,MAR,A,0.059519728
MOBY,M2,400,Met,MAR,A,0.031510444
MOBY,M2,400,Met,MAR,A,0.010503481
MOBY,M2,400,Met,MAR,A,0.046215318
MOBY,M2,400,Met,MAR,A,0.081226923
MOBY,M2,400,Met,MAR,A,0.085428316
MOBY,M2,400,Met,MAR,A,0.087529012
MOBY,M2,400,Met,MAR,A,0.014704874
MOBY,M2,400,Met,MAR,A,0.023807891
MOBY,M2,400,Met,MAR,A,0.019606499
MOBY,M2,400,Met,MAR,A,0.093831101
MOBY,M2,400,Met,MAR,A,0.061620424
MOBY,M2,400,Met,MAR,A,0.046215318
MOBY,M2,400,Met,MAR,A,0.037812533
MOBY,M2,400,Met,MAR,A,0.10013319
MOBY,M2,400,Met,MAR,A,0.093831101
MOBY,M2,400,Met,MAR,A,0.033611141
MOBY,M2,400,Met,MAR,A,0.007702553
MOBY,M2,400,Met,MAR,A,0.022407427
MOBY,M2,400,Met,MAR,A,0.023807891
MOBY,M2,400,Met,MAR,A,0.020306731
MOBY,M2,400,Met,MAR,A,0.094531333
MOBY,M2,400,Met,MAR,A,0.030810212
MOBY,M2,400,Met,MAR,A,0.035711837
MOBY,M2,400,Met,MAR,A,0.030810212
MOBY,M2,400,Met,MAR,A,0.02660882
MOBY,M2,400,Met,MAR,A,0.028009284
MOBY,M2,400,Met,MAR,A,0.075625066
MOBY,M2,400,Met,MAR,A,0.018206034
MOBY,M2,400,Met,MAR,A,0.057419032
MOBY,M2,400,Met,MAR,A,0.028009284
MOBY,M2,400,Met,MAR,A,0.065121585
MOBY,M2,400,Met,MAR,A,0.077725763
MOBY,M2,400,Met,MAR,A,0.076325298
MOBY,M2,400,Met,MAR,A,0.080526691
MOBY,M2,400,Met,MAR,A,0.006302089
MOBY,M2,400,Met,MAR,A,0.060920192
MOBY,M2,400,Met,MAR,A,0.020306731
MOBY,M2,400,Met,MAR,A,0.052517407
MOBY,M2,400,Met,MAR,A,0.033611141
MOBY,M2,400,Met,MAR,A,0.058119264
MOBY,M2,400,Met,MAR,A,0.034311373
MOBY,M2,400,Met,MAR,A,0.014704874
MOBY,M2,400,Met,MAR,A,0.024508123
MOBY,M2,400,Met,MAR,A,0.156851989
MOBY,M2,400,Met,MAR,A,0.086128548
MOBY,M2,400,Met,MAR,A,0.03010998
MOBY,M2,400,Met,MAR,A,0.065121585
MOBY,M2,400,Met,MAR,A,0.218472414
MOBY,M2,400,Met,MAR,A,0.016105338
MOBY,M2,400,Met,MAR,A,0.158952686
MOBY,M2,400,Met,MAR,A,0.08682878
MOBY,M2,400,Met,MAR,A,0.027309052
MOBY,M2,400,Met,MAR,A,0.092430637
MOBY,M2,400,Met,MAR,A,0.021707195
MOBY,M2,400,Met,MAR,A,0.100833422
MOBY,M2,400,Met,MAR,A,0.012604178
MOBY,M2,400,Met,MAR,A,0.039913229
MOBY,M2,400,Met,MAR,A,0.06021996
MOBY,M2,400,Met,MAR,A,0.037812533
MOBY,M2,400,Met,MAR,A,0.13374433
MOBY,M2,400,Met,MAR,A,0.131643634
MOBY,M2,400,Met,MAR,A,0.189762898
MOBY,M2,400,Met,MAR,A,0.045515086
MOBY,M2,400,Met,MAR,A,0.007702553
MOBY,M2,400,Met,MAR,A,0.039212997
MOBY,M2,400,Met,MAR,A,0.022407427
MOBY,M2,400,Met,MAR,A,0.078425995
MOBY,M2,400,Met,MAR,A,0.027309052
MOBY,M2,400,Met,MAR,A,0.044814854
MOBY,M2,400,Met,MAR,A,0.025908588
MOBY,M2,400,Met,MAR,A,0.070723442
MOBY,M2,400,Met,MAR,A,0.121140152
MOBY,M2,400,Met,MAR,A,0.119739688
MOBY,M2,400,Met,MAR,A,0.12043992
MOBY,M2,400,Met,MAR,A,0.018206034
MOBY,M2,400,Met,MAR,A,0.128142473
MOBY,M2,400,Met,MAR,A,0.105034814
MOBY,M2,400,Met,MAR,A,0.042714158
MOBY,M2,400,Met,MAR,A,0.006302089
MOBY,M2,400,Met,MAR,A,0.037812533
MOBY,M2,400,Met,MAR,A,0.069322977
MOBY,M2,400,Met,MAR,A,0.031510444
MOBY,M2,400,Met,MAR,A,0.048316015
MOBY,M2,400,Met,MAR,A,0.039913229
MOBY,M2,400,Met,MAR,A,0.114838064
MOBY,M2,400,Met,MAR,A,0.072123906
MOBY,M2,400,Met,MAR,A,0.119039456
MOBY,M2,400,Met,MAR,A,0.042714158
MOBY,M2,400,Met,MAR,A,0.072824138
MOBY,M2,400,Met,MAR,A,0.018906267
MOBY,M2,400,Met,MAR,A,0.008402785
MOBY,M2,400,Met,MAR,A,0.051817175
MOBY,M2,400,Met,MAR,A,0.004901625
MOBY,M2,400,Met,MAR,A,0.039212997
MOBY,M2,400,Met,MAR,A,0.117638992
MOBY,M2,400,Met,MAR,A,0.084728084
MOBY,M2,400,Met,MAR,A,0.032210676
MOBY,M2,400,Met,MAR,A,0.056018568
MOBY,M2,400,Met,MAR,A,0.042714158
MOBY,M2,400,Met,MAR,A,0.128842706
MOBY,M2,400,Met,MAR,A,0.106435278
MOBY,M2,400,Met,MAR,A,0.009803249
MOBY,M2,400,Met,MAR,A,0.023107659
MOBY,M2,400,Met,MAR,A,0.029409748
MOBY,M2,400,Met,MAR,A,0.016105338
MOBY,M2,400,Met,MAR,A,0.042013926
MOBY,M2,400,Met,MAR,A,0.12043992
MOBY,M2,400,Met,MAR,A,0.029409748
MOBY,M2,400,Met,MAR,A,0.017505802
MOBY,M2,400,Met,MAR,A,0.044814854
MOBY,M2,400,Met,MAR,A,0.034311373
MOBY,M2,400,Met,MAR,A,0.102934118
MOBY,M2,400,Met,MAR,A,0.010503481
MOBY,M2,400,Met,MAR,A,0.015405106
MOBY,M2,400,Met,MAR,A,0.008402785
MOBY,M2,400,Met,MAR,A,0.030810212
MOBY,M2,400,Met,MAR,A,0.083327619
MOBY,M2,400,Met,MAR,A,0.035711837
MOBY,M2,400,Met,MAR,A,0.032910908
MOBY,M2,400,Met,MAR,A,0.017505802
MOBY,M2,400,Met,MAR,A,0.064421353
MOBY,M2,400,Met,MAR,A,0.020306731
MOBY,M2,400,Met,MAR,A,0.032910908
MOBY,M2,400,Met,MAR,A,0.085428316
MOBY,M2,400,Met,MAR,A,0.13024317
MOBY,M2,400,Met,MAR,A,0.048316015
MOBY,M2,400,Met,MAR,A,0.092430637
MOBY,M2,400,Met,MAR,A,0.036412069
MOBY,M2,400,Met,MAR,A,0.014704874
MOBY,M2,400,Met,MAR,A,0.015405106
MOBY,M2,400,Met,MAR,A,0.088229244
MOBY,M2,400,Met,MAR,A,0.079126227
MOBY,M2,400,Met,MAR,A,0.072123906
MOBY,M2,400,Met,MAR,A,0.080526691
MOBY,M2,400,Met,MAR,A,0.041313694
MOBY,M2,400,Met,MAR,A,0.021707195
MOBY,M2,400,Met,MAR,A,0.060920192
MOBY,M2,400,Met,MAR,A,0.064421353
MOBY,M2,400,Met,MAR,A,0.039913229
MOBY,M2,400,Met,MAR,A,0.122540617
MOBY,M2,400,Met,MAR,A,0.121140152
MOBY,M2,400,Met,MAR,A,0.012604178
MOBY,M2,400,Met,MAR,A,0.080526691
MOBY,M2,400,Met,MAR,A,0.022407427
MOBY,M2,400,Met,MAR,A,0.098032493
MOBY,M2,400,Met,MAR,A,0.109236207
MOBY,M2,400,Met,MAR,A,0.037812533
MOBY,M2,400,Met,MAR,A,0.081927155
MOBY,M2,400,Met,MAR,A,0.122540617
MOBY,M2,400,Met,MAR,A,0.04691555
MOBY,M2,400,Met,MAR,A,0.080526691
MOBY,M2,400,Met,MAR,A,0.046215318
MOBY,M2,400,Met,MAR,A,0.146348508
MOBY,M2,400,Met,MAR,A,0.059519728
MOBY,M2,400,Met,MAR,A,0.018906267
MOBY,M2,400,Met,MAR,A,0.076325298
MOBY,M2,400,Met,MAR,A,0.022407427
MOBY,M2,400,Met,MAR,A,0.033611141
MOBY,M2,400,Met,MAR,A,0.063020889
MOBY,M2,400,Met,MAR,A,0.131643634
MOBY,M2,400,Met,MAR,A,0.069322977
MOBY,M2,400,Met,MAR,A,0.116238528
MOBY,M2,400,Met,MAR,A,0.153350829
MOBY,M2,400,Met,MAR,A,0.085428316
MOBY,M2,400,Met,MAR,A,0.901898939
MOBY,M2,400,Met,MAR,A,0.025208355
MOBY,M2,400,Met,MAR,A,0.038512765
MOBY,M2,400,Met,MAR,A,0.051116943
MOBY,M2,400,Met,MAR,A,0.075625066
MOBY,M2,400,Met,MAR,A,0.010503481
MOBY,M2,400,Met,MAR,A,0.038512765
MOBY,M2,400,Met,MAR,A,0.028709516
MOBY,M2,400,Met,MAR,A,0.007702553
MOBY,M2,400,Met,MAR,A,0.018206034
MOBY,M2,400,Met,MAR,A,0.113437599
MOBY,M2,400,Met,MAR,A,0.007002321
MOBY,M2,400,Met,MAR,A,0.015405106
MOBY,M2,400,Met,MAR,A,0.130943402
MOBY,M2,400,Met,MAR,A,0.014004642
MOBY,M2,400,Met,MAR,A,0.079826459
MOBY,M2,400,Met,MAR,A,0.208669164
MOBY,M2,400,Met,MAR,A,0.074924834
MOBY,M2,400,Met,MAR,A,0.102233886
MOBY,M2,400,Met,MAR,A,0.102233886
MOBY,M2,400,Met,MAR,A,0.020306731
MOBY,M2,400,Met,MAR,A,0.181360113
MOBY,M2,400,Met,MAR,A,0.025208355
MOBY,M2,400,Met,MAR,A,0.117638992
MOBY,M2,400,Met,MAR,A,0.124641313
MOBY,M2,400,Met,MAR,A,0.01330441
MOBY,M2,400,Met,MAR,A,0.01680557
MOBY,M2,400,Met,MAR,A,0.060920192
MOBY,M2,400,Met,MAR,A,0.170156399
MOBY,M2,400,Met,MAR,A,0.025908588
MOBY,M2,400,Met,MAR,A,0.124641313
MOBY,M2,400,Met,MAR,A,0.042013926
MOBY,M2,400,Met,MAR,A,0.042013926
MOBY,M2,400,Met,MAR,A,0.159652918
MOBY,M2,400,Met,MAR,A,0.0567188
MOBY,M2,400,Met,MAR,A,0.005601857
MOBY,M2,400,Met,MAR,A,0.04691555
MOBY,M2,400,Met,MAR,A,0.047615782
MOBY,M2,400,Met,MAR,A,0.085428316
MOBY,M2,400,Met,MAR,A,0.105735046
MOBY,M2,400,Met,MAR,A,0.19396429
MOBY,M2,400,Met,MAR,A,0.039212997
MOBY,M2,400,Met,MAR,A,0.071423674
MOBY,M2,400,Met,MAR,A,0.13374433
MOBY,M2,400,Met,MAR,A,0.021006963
MOBY,M2,400,Met,MAR,A,0.147748972
MOBY,M2,400,Met,MAR,A,0.053217639
MOBY,M2,400,Met,MAR,A,0.054618103
MOBY,M2,400,Met,MAR,A,0.128142473
MOBY,M2,400,Met,MAR,A,0.044814854
