cruise,st,depth_m,substrate,method,repl,intensity_MGV.um2/h
MOBY,M2,100,HPG,BONCAT,A,14.14502473
MOBY,M2,100,HPG,BONCAT,A,1.79024632
MOBY,M2,100,HPG,BONCAT,A,14.18572277
MOBY,M2,100,HPG,BONCAT,A,2.538019275
MOBY,M2,100,HPG,BONCAT,A,9.400892441
MOBY,M2,100,HPG,BONCAT,A,8.343156277
MOBY,M2,100,HPG,BONCAT,A,5.313748358
MOBY,M2,100,HPG,BONCAT,A,1.281837988
MOBY,M2,100,HPG,BONCAT,A,4.866893184
MOBY,M2,100,HPG,BONCAT,A,8.146945176
MOBY,M2,100,HPG,BONCAT,A,12.10588339
MOBY,M2,100,HPG,BONCAT,A,11.27354819
MOBY,M2,100,HPG,BONCAT,A,8.6582621
MOBY,M2,100,HPG,BONCAT,A,8.193520416
MOBY,M2,100,HPG,BONCAT,A,9.945625435
MOBY,M2,100,HPG,BONCAT,A,7.474862669
MOBY,M2,100,HPG,BONCAT,A,38.45205527
MOBY,M2,100,HPG,BONCAT,A,6.231964031
MOBY,M2,100,HPG,BONCAT,A,9.450621744
MOBY,M2,100,HPG,BONCAT,A,4.827141492
MOBY,M2,100,HPG,BONCAT,A,3.13732327
MOBY,M2,100,HPG,BONCAT,A,7.702896079
MOBY,M2,100,HPG,BONCAT,A,9.612767376
MOBY,M2,100,HPG,BONCAT,A,15.72651859
MOBY,M2,100,HPG,BONCAT,A,14.74263419
MOBY,M2,100,HPG,BONCAT,A,46.50859025
MOBY,M2,100,HPG,BONCAT,A,6.783169654
MOBY,M2,100,HPG,BONCAT,A,11.46978293
MOBY,M2,100,HPG,BONCAT,A,22.94726012
MOBY,M2,100,HPG,BONCAT,A,18.15093697
MOBY,M2,100,HPG,BONCAT,A,11.97682736
MOBY,M2,100,HPG,BONCAT,A,16.95129652
MOBY,M2,100,HPG,BONCAT,A,15.33949524
MOBY,M2,100,HPG,BONCAT,A,6.107491393
MOBY,M2,100,HPG,BONCAT,A,7.962122389
MOBY,M2,100,HPG,BONCAT,A,9.516262138
MOBY,M2,100,HPG,BONCAT,A,3.067706059
MOBY,M2,100,HPG,BONCAT,A,2.484449908
MOBY,M2,100,HPG,BONCAT,A,15.45206572
MOBY,M2,100,HPG,BONCAT,A,33.1161349
MOBY,M2,100,HPG,BONCAT,A,6.435331367
MOBY,M2,100,HPG,BONCAT,A,2.576458403
MOBY,M2,100,HPG,BONCAT,A,5.843381611
MOBY,M2,100,HPG,BONCAT,A,5.744384825
MOBY,M2,100,HPG,BONCAT,A,2.583607556
MOBY,M2,100,HPG,BONCAT,A,17.79045445
MOBY,M2,100,HPG,BONCAT,A,5.893542476
MOBY,M2,100,HPG,BONCAT,A,1.865226189
MOBY,M2,100,HPG,BONCAT,A,6.427700619
MOBY,M2,100,HPG,BONCAT,A,4.263778872
MOBY,M2,100,HPG,BONCAT,A,6.62560444
MOBY,M2,100,HPG,BONCAT,A,3.639878949
MOBY,M2,100,HPG,BONCAT,A,1.639136524
MOBY,M2,100,HPG,BONCAT,A,16.65394871
MOBY,M2,100,HPG,BONCAT,A,23.64283983
MOBY,M2,100,HPG,BONCAT,A,8.777813374
MOBY,M2,100,HPG,BONCAT,A,42.95199862
MOBY,M2,100,HPG,BONCAT,A,3.364419003
MOBY,M2,100,HPG,BONCAT,A,21.73062369
MOBY,M2,100,HPG,BONCAT,A,4.28780909
MOBY,M2,100,HPG,BONCAT,A,12.75174438
MOBY,M2,100,HPG,BONCAT,A,2.74728659
MOBY,M2,100,HPG,BONCAT,A,9.131967451
MOBY,M2,100,HPG,BONCAT,A,2.807666515
MOBY,M2,100,HPG,BONCAT,A,16.23671075
MOBY,M2,100,HPG,BONCAT,A,3.414859776
MOBY,M2,100,HPG,BONCAT,A,33.51246022
MOBY,M2,100,HPG,BONCAT,A,24.07878955
MOBY,M2,100,HPG,BONCAT,A,0.964131061
MOBY,M2,100,HPG,BONCAT,A,29.83335904
MOBY,M2,100,HPG,BONCAT,A,24.39249814
MOBY,M2,100,HPG,BONCAT,A,19.94667221
MOBY,M2,100,HPG,BONCAT,A,2.837856477
MOBY,M2,100,HPG,BONCAT,A,59.35521646
MOBY,M2,100,HPG,BONCAT,A,5.089571358
MOBY,M2,100,HPG,BONCAT,A,6.241599378
MOBY,M2,100,HPG,BONCAT,A,1.078339424
MOBY,M2,100,HPG,BONCAT,A,6.425573107
MOBY,M2,100,HPG,BONCAT,A,5.57761771
MOBY,M2,100,HPG,BONCAT,A,36.96284423
MOBY,M2,100,HPG,BONCAT,A,12.53339216
MOBY,M2,100,HPG,BONCAT,A,6.08984908
MOBY,M2,100,HPG,BONCAT,A,15.79207667
MOBY,M2,100,HPG,BONCAT,A,15.01297364
MOBY,M2,100,HPG,BONCAT,A,11.4662378
MOBY,M2,100,HPG,BONCAT,A,11.33806282
MOBY,M2,100,HPG,BONCAT,A,41.05174924
MOBY,M2,100,HPG,BONCAT,A,16.70363704
MOBY,M2,100,HPG,BONCAT,A,9.452962091
MOBY,M2,100,HPG,BONCAT,A,9.356817915
MOBY,M2,100,HPG,BONCAT,A,1.144739635
MOBY,M2,100,HPG,BONCAT,A,23.79159288
MOBY,M2,100,HPG,BONCAT,A,6.021211702
MOBY,M2,100,HPG,BONCAT,A,39.54153095
MOBY,M2,100,HPG,BONCAT,A,51.0554897
MOBY,M2,100,HPG,BONCAT,A,23.95219215
MOBY,M2,100,HPG,BONCAT,A,24.87134148
MOBY,M2,100,HPG,BONCAT,A,3.952777991
MOBY,M2,100,HPG,BONCAT,A,1.715899601
MOBY,M2,100,HPG,BONCAT,A,97.1664711
MOBY,M2,100,HPG,BONCAT,A,132.0469566
MOBY,M2,100,HPG,BONCAT,A,10.21934002
MOBY,M2,100,HPG,BONCAT,A,11.98777367
MOBY,M2,100,HPG,BONCAT,A,1.974980603
MOBY,M2,100,HPG,BONCAT,A,1.778463247
MOBY,M2,100,HPG,BONCAT,A,24.08961941
MOBY,M2,100,HPG,BONCAT,A,113.1361288
MOBY,M2,100,HPG,BONCAT,A,8.412636012
MOBY,M2,100,HPG,BONCAT,A,3.108558571
MOBY,M2,100,HPG,BONCAT,A,5.652610554
MOBY,M2,100,HPG,BONCAT,A,35.48544245
MOBY,M2,100,HPG,BONCAT,A,15.2059908
MOBY,M2,100,HPG,BONCAT,A,13.17353085
MOBY,M2,100,HPG,BONCAT,A,41.33283242
MOBY,M2,100,HPG,BONCAT,A,55.69030516
MOBY,M2,100,HPG,BONCAT,A,5.928960923
MOBY,M2,100,HPG,BONCAT,A,5.708222498
MOBY,M2,100,HPG,BONCAT,A,2.451397193
MOBY,M2,100,HPG,BONCAT,A,7.492957537
MOBY,M2,100,HPG,BONCAT,A,2.111491291
MOBY,M2,100,HPG,BONCAT,A,8.730348124
MOBY,M2,100,HPG,BONCAT,A,1.759775926
MOBY,M2,100,HPG,BONCAT,A,3.378896019
MOBY,M2,100,HPG,BONCAT,A,3.566069934
MOBY,M2,100,HPG,BONCAT,A,20.93063295
MOBY,M2,100,HPG,BONCAT,A,13.29858706
MOBY,M2,100,HPG,BONCAT,A,26.65411482
MOBY,M2,100,HPG,BONCAT,A,2.851355856
MOBY,M2,100,HPG,BONCAT,A,9.141715427
MOBY,M2,100,HPG,BONCAT,A,12.63051028
MOBY,M2,100,HPG,BONCAT,A,12.64080005
MOBY,M2,100,HPG,BONCAT,A,3.754340136
MOBY,M2,100,HPG,BONCAT,A,72.01887556
MOBY,M2,100,HPG,BONCAT,A,18.33458529
MOBY,M2,100,HPG,BONCAT,A,6.790059411
MOBY,M2,100,HPG,BONCAT,A,2.334537836
MOBY,M2,100,HPG,BONCAT,A,11.57591854
MOBY,M2,100,HPG,BONCAT,A,3.433172819
MOBY,M2,100,HPG,BONCAT,A,12.93217476
MOBY,M2,100,HPG,BONCAT,A,1.330365004
MOBY,M2,100,HPG,BONCAT,A,15.3141327
MOBY,M2,100,HPG,BONCAT,A,5.778411948
MOBY,M2,100,HPG,BONCAT,A,0.681354697
MOBY,M2,100,HPG,BONCAT,A,6.894919643
MOBY,M2,100,HPG,BONCAT,A,5.022270994
MOBY,M2,100,HPG,BONCAT,A,16.96084348
MOBY,M2,100,HPG,BONCAT,A,12.51989255
MOBY,M2,100,HPG,BONCAT,A,1.019434979
MOBY,M2,100,HPG,BONCAT,A,11.35641837
MOBY,M2,100,HPG,BONCAT,A,4.454758414
MOBY,M2,100,HPG,BONCAT,A,6.71341756
MOBY,M2,100,HPG,BONCAT,A,93.71994078
MOBY,M2,100,HPG,BONCAT,A,35.96568263
MOBY,M2,100,HPG,BONCAT,A,27.56576882
MOBY,M2,100,HPG,BONCAT,A,37.71753451
MOBY,M2,100,HPG,BONCAT,A,7.020361491
MOBY,M2,100,HPG,BONCAT,A,51.1929885
MOBY,M2,100,HPG,BONCAT,A,7.359666568
MOBY,M2,100,HPG,BONCAT,A,2.50923932
MOBY,M2,100,HPG,BONCAT,A,9.167866514
MOBY,M2,100,HPG,BONCAT,A,15.83031611
MOBY,M2,100,HPG,BONCAT,A,11.60375046
MOBY,M2,100,HPG,BONCAT,A,6.984318026
MOBY,M2,100,HPG,BONCAT,A,1.759251453
MOBY,M2,100,HPG,BONCAT,A,2.270575346
MOBY,M2,100,HPG,BONCAT,A,3.165037974
MOBY,M2,100,HPG,BONCAT,A,10.64586734
MOBY,M2,100,HPG,BONCAT,A,5.021784088
MOBY,M2,100,HPG,BONCAT,A,2.230047065
MOBY,M2,100,HPG,BONCAT,A,20.81929124
MOBY,M2,100,HPG,BONCAT,A,20.53028579
MOBY,M2,100,HPG,BONCAT,A,22.3581855
MOBY,M2,100,HPG,BONCAT,A,3.728724202
MOBY,M2,100,HPG,BONCAT,A,2.98464521
MOBY,M2,100,HPG,BONCAT,A,5.145479514
MOBY,M2,100,HPG,BONCAT,A,2.732434077
MOBY,M2,100,HPG,BONCAT,A,5.548969621
MOBY,M2,100,HPG,BONCAT,A,17.60638031
MOBY,M2,100,HPG,BONCAT,A,87.75400217
MOBY,M2,100,HPG,BONCAT,A,7.648470528
MOBY,M2,100,HPG,BONCAT,A,17.89899538
MOBY,M2,100,HPG,BONCAT,A,13.17077932
MOBY,M2,100,HPG,BONCAT,A,42.0318495
MOBY,M2,100,HPG,BONCAT,A,7.109302785
MOBY,M2,100,HPG,BONCAT,A,5.173098022
MOBY,M2,100,HPG,BONCAT,A,8.01825491
MOBY,M2,100,HPG,BONCAT,A,9.203274945
MOBY,M2,100,HPG,BONCAT,A,1.500985442
MOBY,M2,100,HPG,BONCAT,A,23.32883136
MOBY,M2,100,HPG,BONCAT,A,7.52048057
MOBY,M2,100,HPG,BONCAT,A,30.13410915
MOBY,M2,100,HPG,BONCAT,A,20.49491144
MOBY,M2,100,HPG,BONCAT,A,3.374058316
MOBY,M2,100,HPG,BONCAT,A,18.98708016
MOBY,M2,100,HPG,BONCAT,A,1.509157449
MOBY,M2,100,HPG,BONCAT,A,5.677577784
MOBY,M2,100,HPG,BONCAT,A,11.70739586
MOBY,M2,100,HPG,BONCAT,A,33.10873873
MOBY,M2,100,HPG,BONCAT,A,29.93022346
MOBY,M2,100,HPG,BONCAT,A,2.424740104
MOBY,M2,100,HPG,BONCAT,A,18.08758062
MOBY,M2,100,HPG,BONCAT,A,61.97948963
MOBY,M2,100,HPG,BONCAT,A,22.21099079
MOBY,M2,100,HPG,BONCAT,A,64.57392003
MOBY,M2,100,HPG,BONCAT,A,19.43105328
MOBY,M2,100,HPG,BONCAT,A,4.80823193
MOBY,M2,100,HPG,BONCAT,A,3.469165204
MOBY,M2,100,HPG,BONCAT,A,91.60787692
MOBY,M2,100,HPG,BONCAT,A,2.247779937
MOBY,M2,100,HPG,BONCAT,A,10.25402694
MOBY,M2,100,HPG,BONCAT,A,13.49384447
MOBY,M2,100,HPG,BONCAT,A,5.362921174
MOBY,M2,100,HPG,BONCAT,A,14.38411583
MOBY,M2,100,HPG,BONCAT,A,8.655468404
MOBY,M2,100,HPG,BONCAT,A,33.83216701
MOBY,M2,100,HPG,BONCAT,A,4.350640971
MOBY,M2,100,HPG,BONCAT,A,20.86581912
MOBY,M2,100,HPG,BONCAT,A,26.07330471
MOBY,M2,100,HPG,BONCAT,A,13.97640041
MOBY,M2,100,HPG,BONCAT,A,0.857890724
MOBY,M2,100,HPG,BONCAT,A,7.045129301
MOBY,M2,100,HPG,BONCAT,A,9.840511246
MOBY,M2,100,HPG,BONCAT,A,24.0783789
MOBY,M2,100,HPG,BONCAT,A,1.275733971
MOBY,M2,100,HPG,BONCAT,A,12.53352673
MOBY,M2,100,HPG,BONCAT,A,0.707661802
MOBY,M2,100,HPG,BONCAT,A,8.298870544
MOBY,M2,100,HPG,BONCAT,A,5.507457257
MOBY,M2,100,HPG,BONCAT,A,6.273751897
MOBY,M2,100,HPG,BONCAT,A,3.154488096
MOBY,M2,100,HPG,BONCAT,A,21.80892791
MOBY,M2,100,HPG,BONCAT,A,8.386187268
MOBY,M2,100,HPG,BONCAT,A,25.59069353
MOBY,M2,100,HPG,BONCAT,A,2.762248771
MOBY,M2,100,HPG,BONCAT,A,4.863289327
MOBY,M2,100,HPG,BONCAT,A,40.01911767
MOBY,M2,100,HPG,BONCAT,A,5.823032889
MOBY,M2,100,HPG,BONCAT,A,5.755582358
MOBY,M2,100,HPG,BONCAT,A,12.9070169
MOBY,M2,100,HPG,BONCAT,A,0.802367526
MOBY,M2,100,HPG,BONCAT,A,66.1484871
MOBY,M2,100,HPG,BONCAT,A,16.4937601
MOBY,M2,100,HPG,BONCAT,A,16.00387443
MOBY,M2,100,HPG,BONCAT,A,17.71118966
MOBY,M2,100,HPG,BONCAT,A,83.0979368
MOBY,M2,100,HPG,BONCAT,A,1.24612833
MOBY,M2,100,HPG,BONCAT,A,2.145897394
MOBY,M2,100,HPG,BONCAT,A,4.365559877
MOBY,M2,100,HPG,BONCAT,A,13.35241011
MOBY,M2,100,HPG,BONCAT,A,7.654812935
MOBY,M2,100,HPG,BONCAT,A,1.887738913
MOBY,M2,100,HPG,BONCAT,A,4.788719957
MOBY,M2,100,HPG,BONCAT,A,23.57551814
MOBY,M2,100,HPG,BONCAT,A,18.08016844
MOBY,M2,100,HPG,BONCAT,A,8.839923841
MOBY,M2,100,HPG,BONCAT,A,3.328920565
MOBY,M2,100,HPG,BONCAT,A,8.549551972
MOBY,M2,100,HPG,BONCAT,A,134.2361302
MOBY,M2,100,HPG,BONCAT,A,1.742948675
MOBY,M2,100,HPG,BONCAT,A,3.333499679
MOBY,M2,100,HPG,BONCAT,A,16.15527754
MOBY,M2,100,HPG,BONCAT,A,39.89151354
MOBY,M2,100,HPG,BONCAT,A,2.330950058
MOBY,M2,100,HPG,BONCAT,A,10.97234806
MOBY,M2,100,HPG,BONCAT,A,4.674721242
MOBY,M2,100,HPG,BONCAT,A,36.10533442
MOBY,M2,100,HPG,BONCAT,A,4.562450703
MOBY,M2,100,HPG,BONCAT,A,18.46083097
MOBY,M2,100,HPG,BONCAT,A,15.99763336
MOBY,M2,100,HPG,BONCAT,A,23.34693613
MOBY,M2,100,HPG,BONCAT,A,17.99713489
MOBY,M2,100,HPG,BONCAT,A,32.18171416
MOBY,M2,100,HPG,BONCAT,A,9.72836777
MOBY,M2,100,HPG,BONCAT,A,14.39114611
MOBY,M2,100,HPG,BONCAT,A,4.351656459
MOBY,M2,100,HPG,BONCAT,A,15.97860552
MOBY,M2,100,HPG,BONCAT,A,35.64969412
MOBY,M2,100,HPG,BONCAT,A,2.250524479
MOBY,M2,100,HPG,BONCAT,A,3.417633385
MOBY,M2,100,HPG,BONCAT,A,119.3927458
MOBY,M2,100,HPG,BONCAT,A,9.02563154
MOBY,M2,100,HPG,BONCAT,A,8.004280453
MOBY,M2,100,HPG,BONCAT,A,1.465730408
MOBY,M2,100,HPG,BONCAT,A,4.752679891
MOBY,M2,100,HPG,BONCAT,A,2.418344974
MOBY,M2,100,HPG,BONCAT,A,8.879455842
MOBY,M2,100,HPG,BONCAT,A,2.286134611
MOBY,M2,100,HPG,BONCAT,A,2.569262051
MOBY,M2,100,HPG,BONCAT,A,8.991507554
MOBY,M2,100,HPG,BONCAT,A,12.68460049
MOBY,M2,100,HPG,BONCAT,A,4.07131416
MOBY,M2,100,HPG,BONCAT,A,34.12818616
MOBY,M2,100,HPG,BONCAT,A,14.22069298
MOBY,M2,100,HPG,BONCAT,A,5.073408492
MOBY,M2,100,HPG,BONCAT,A,2.127020087
MOBY,M2,100,HPG,BONCAT,A,2.195633638
MOBY,M2,100,HPG,BONCAT,A,2.02659332
MOBY,M2,100,HPG,BONCAT,A,5.684617241
MOBY,M2,100,HPG,BONCAT,A,6.259971094
MOBY,M2,100,HPG,BONCAT,A,4.05952518
MOBY,M2,100,HPG,BONCAT,A,14.55710244
MOBY,M2,100,HPG,BONCAT,A,3.342413229
MOBY,M2,100,HPG,BONCAT,A,6.360120177
MOBY,M2,100,HPG,BONCAT,A,20.64951905
MOBY,M2,100,HPG,BONCAT,A,17.11513051
MOBY,M2,100,HPG,BONCAT,A,11.03039792
MOBY,M2,100,HPG,BONCAT,A,17.65754778
MOBY,M2,100,HPG,BONCAT,A,14.21229829
MOBY,M2,100,HPG,BONCAT,A,2.789871258
MOBY,M2,100,HPG,BONCAT,A,8.777121579
MOBY,M2,100,HPG,BONCAT,A,3.562139353
MOBY,M2,100,HPG,BONCAT,A,1.595426487
MOBY,M2,100,HPG,BONCAT,A,111.9388939
MOBY,M2,100,HPG,BONCAT,A,5.038467589
MOBY,M2,100,HPG,BONCAT,A,0.828674631
MOBY,M2,100,HPG,BONCAT,A,7.721547717
MOBY,M2,100,HPG,BONCAT,A,17.02095313
MOBY,M2,100,HPG,BONCAT,A,6.428786013
MOBY,M2,100,HPG,BONCAT,A,30.33512975
MOBY,M2,100,HPG,BONCAT,A,7.724656678
MOBY,M2,100,HPG,BONCAT,A,18.7222917
MOBY,M2,100,HPG,BONCAT,A,3.373248977
MOBY,M2,100,HPG,BONCAT,A,4.894752318
MOBY,M2,100,HPG,BONCAT,A,4.080632557
MOBY,M2,100,HPG,BONCAT,A,8.40268108
MOBY,M2,100,HPG,BONCAT,A,20.36666434
MOBY,M2,100,HPG,BONCAT,A,3.950837334
MOBY,M2,100,HPG,BONCAT,A,111.9804547
MOBY,M2,100,HPG,BONCAT,A,14.41830454
MOBY,M2,100,HPG,BONCAT,A,53.10274709
MOBY,M2,100,HPG,BONCAT,A,14.4502418
MOBY,M2,100,HPG,BONCAT,A,11.2517407
MOBY,M2,100,HPG,BONCAT,A,13.34726893
MOBY,M2,100,HPG,BONCAT,A,6.001819866
MOBY,M2,100,HPG,BONCAT,A,5.290370398
MOBY,M2,100,HPG,BONCAT,A,6.992677596
MOBY,M2,100,HPG,BONCAT,A,2.507495873
MOBY,M2,100,HPG,BONCAT,A,121.9700897
MOBY,M2,100,HPG,BONCAT,A,14.47298722
MOBY,M2,100,HPG,BONCAT,A,1.008732356
MOBY,M2,100,HPG,BONCAT,A,10.86335681
MOBY,M2,100,HPG,BONCAT,A,8.174913483
MOBY,M2,100,HPG,BONCAT,A,10.19220948
MOBY,M2,100,HPG,BONCAT,A,6.41422161
MOBY,M2,100,HPG,BONCAT,A,6.208794614
MOBY,M2,100,HPG,BONCAT,A,8.879455842
MOBY,M2,100,HPG,BONCAT,A,36.04468762
MOBY,M2,100,HPG,BONCAT,A,18.74604335
MOBY,M2,100,HPG,BONCAT,A,8.661548085
MOBY,M2,100,HPG,BONCAT,A,3.597947291
MOBY,M2,100,HPG,BONCAT,A,34.29672824
MOBY,M2,100,HPG,BONCAT,A,18.81796565
MOBY,M2,100,HPG,BONCAT,A,10.56989734
MOBY,M2,500,HPG,BONCAT,B,1.082387544
MOBY,M2,500,HPG,BONCAT,B,1.312017132
MOBY,M2,500,HPG,BONCAT,B,2.388268148
MOBY,M2,500,HPG,BONCAT,B,3.336674681
MOBY,M2,500,HPG,BONCAT,B,2.543474044
MOBY,M2,500,HPG,BONCAT,B,6.349772478
MOBY,M2,500,HPG,BONCAT,B,0.764650669
MOBY,M2,500,HPG,BONCAT,B,4.378295575
MOBY,M2,500,HPG,BONCAT,B,1.104663354
MOBY,M2,500,HPG,BONCAT,B,1.292434177
MOBY,M2,500,HPG,BONCAT,B,4.167164372
MOBY,M2,500,HPG,BONCAT,B,1.792580898
MOBY,M2,500,HPG,BONCAT,B,1.43822119
MOBY,M2,500,HPG,BONCAT,B,2.482189647
MOBY,M2,500,HPG,BONCAT,B,13.3915994
MOBY,M2,500,HPG,BONCAT,B,11.88608844
MOBY,M2,500,HPG,BONCAT,B,1.51667031
MOBY,M2,500,HPG,BONCAT,B,3.425318898
MOBY,M2,500,HPG,BONCAT,B,4.221038239
MOBY,M2,500,HPG,BONCAT,B,1.864981604
MOBY,M2,500,HPG,BONCAT,B,1.924482743
MOBY,M2,500,HPG,BONCAT,B,5.423934231
MOBY,M2,500,HPG,BONCAT,B,2.141536519
MOBY,M2,500,HPG,BONCAT,B,0.765934363
MOBY,M2,500,HPG,BONCAT,B,10.5825618
MOBY,M2,500,HPG,BONCAT,B,2.327027466
MOBY,M2,500,HPG,BONCAT,B,6.156508837
MOBY,M2,500,HPG,BONCAT,B,6.023056972
MOBY,M2,500,HPG,BONCAT,B,1.238418359
MOBY,M2,500,HPG,BONCAT,B,14.31651463
MOBY,M2,500,HPG,BONCAT,B,1.846178931
MOBY,M2,500,HPG,BONCAT,B,2.919485842
MOBY,M2,500,HPG,BONCAT,B,2.820021417
MOBY,M2,500,HPG,BONCAT,B,0.495474717
MOBY,M2,500,HPG,BONCAT,B,1.373221774
MOBY,M2,500,HPG,BONCAT,B,4.232895573
MOBY,M2,500,HPG,BONCAT,B,1.901563572
MOBY,M2,500,HPG,BONCAT,B,1.487662024
MOBY,M2,500,HPG,BONCAT,B,5.631828255
MOBY,M2,500,HPG,BONCAT,B,1.158255959
MOBY,M2,500,HPG,BONCAT,B,2.834276631
MOBY,M2,500,HPG,BONCAT,B,11.24645478
MOBY,M2,500,HPG,BONCAT,B,8.94288444
MOBY,M2,500,HPG,BONCAT,B,10.98282753
MOBY,M2,500,HPG,BONCAT,B,3.964366631
MOBY,M2,500,HPG,BONCAT,B,6.444301608
MOBY,M2,500,HPG,BONCAT,B,16.11032498
MOBY,M2,500,HPG,BONCAT,B,5.020636779
MOBY,M2,500,HPG,BONCAT,B,1.395924805
MOBY,M2,500,HPG,BONCAT,B,0.748441633
MOBY,M2,500,HPG,BONCAT,B,2.048761617
MOBY,M2,500,HPG,BONCAT,B,3.847376658
MOBY,M2,500,HPG,BONCAT,B,1.504229315
MOBY,M2,500,HPG,BONCAT,B,3.357654722
MOBY,M2,500,HPG,BONCAT,B,7.109499182
MOBY,M2,500,HPG,BONCAT,B,2.514357302
MOBY,M2,500,HPG,BONCAT,B,2.189907383
MOBY,M2,500,HPG,BONCAT,B,2.041520651
MOBY,M2,500,HPG,BONCAT,B,2.777850097
MOBY,M2,500,HPG,BONCAT,B,2.85743593
MOBY,M2,500,HPG,BONCAT,B,1.22908791
MOBY,M2,500,HPG,BONCAT,B,1.885965108
MOBY,M2,500,HPG,BONCAT,B,2.051417498
MOBY,M2,500,HPG,BONCAT,B,1.040350267
MOBY,M2,500,HPG,BONCAT,B,5.945313296
MOBY,M2,500,HPG,BONCAT,B,1.570992958
MOBY,M2,500,HPG,BONCAT,B,1.409452819
MOBY,M2,500,HPG,BONCAT,B,7.001164586
MOBY,M2,500,HPG,BONCAT,B,17.20634401
MOBY,M2,500,HPG,BONCAT,B,3.221029984
MOBY,M2,500,HPG,BONCAT,B,7.544020265
MOBY,M2,500,HPG,BONCAT,B,1.464258662
MOBY,M2,500,HPG,BONCAT,B,8.001930612
MOBY,M2,500,HPG,BONCAT,B,1.303611651
MOBY,M2,500,HPG,BONCAT,B,3.024747705
MOBY,M2,500,HPG,BONCAT,B,1.562498409
MOBY,M2,500,HPG,BONCAT,B,4.249831548
MOBY,M2,500,HPG,BONCAT,B,2.7512812
MOBY,M2,500,HPG,BONCAT,B,1.117597636
MOBY,M2,500,HPG,BONCAT,B,6.665063014
MOBY,M2,500,HPG,BONCAT,B,4.815243848
MOBY,M2,500,HPG,BONCAT,B,7.709795125
MOBY,M2,500,HPG,BONCAT,B,1.022698206
MOBY,M2,500,HPG,BONCAT,B,4.885443564
MOBY,M2,500,HPG,BONCAT,B,0.73079968
MOBY,M2,500,HPG,BONCAT,B,5.864044746
MOBY,M2,500,HPG,BONCAT,B,7.748421181
MOBY,M2,500,HPG,BONCAT,B,6.619937911
MOBY,M2,500,HPG,BONCAT,B,7.92076075
MOBY,M2,500,HPG,BONCAT,B,0.425336592
MOBY,M2,500,HPG,BONCAT,B,2.496914834
MOBY,M2,500,HPG,BONCAT,B,0.488304546
MOBY,M2,500,HPG,BONCAT,B,7.774732818
MOBY,M2,500,HPG,BONCAT,B,1.960685552
MOBY,M2,500,HPG,BONCAT,B,1.640421514
MOBY,M2,500,HPG,BONCAT,B,1.468777968
MOBY,M2,500,HPG,BONCAT,B,3.768684138
MOBY,M2,500,HPG,BONCAT,B,1.224339257
MOBY,M2,500,HPG,BONCAT,B,2.258025834
MOBY,M2,500,HPG,BONCAT,B,5.688260121
MOBY,M2,500,HPG,BONCAT,B,4.518985125
MOBY,M2,500,HPG,BONCAT,B,0.875051413
MOBY,M2,500,HPG,BONCAT,B,2.771798604
MOBY,M2,500,HPG,BONCAT,B,13.72273263
MOBY,M2,500,HPG,BONCAT,B,12.99274197
MOBY,M2,500,HPG,BONCAT,B,0.912124219
MOBY,M2,500,HPG,BONCAT,B,1.938318325
MOBY,M2,500,HPG,BONCAT,B,11.80720898
MOBY,M2,500,HPG,BONCAT,B,7.415967599
MOBY,M2,500,HPG,BONCAT,B,2.358843225
MOBY,M2,500,HPG,BONCAT,B,1.869113022
MOBY,M2,500,HPG,BONCAT,B,15.59068766
MOBY,M2,500,HPG,BONCAT,B,3.07810057
MOBY,M2,500,HPG,BONCAT,B,4.282395802
MOBY,M2,500,HPG,BONCAT,B,8.448416959
MOBY,M2,500,HPG,BONCAT,B,1.535263941
MOBY,M2,500,HPG,BONCAT,B,1.409253407
MOBY,M2,500,HPG,BONCAT,B,2.616817554
MOBY,M2,500,HPG,BONCAT,B,3.310731815
MOBY,M2,500,HPG,BONCAT,B,7.608082952
MOBY,M2,500,HPG,BONCAT,B,2.914710245
MOBY,M2,500,HPG,BONCAT,B,4.519623461
MOBY,M2,500,HPG,BONCAT,B,1.470676432
MOBY,M2,500,HPG,BONCAT,B,2.021502367
MOBY,M2,500,HPG,BONCAT,B,7.86106049
MOBY,M2,500,HPG,BONCAT,B,3.489592274
MOBY,M2,500,HPG,BONCAT,B,4.186934889
MOBY,M2,500,HPG,BONCAT,B,0.47609689
MOBY,M2,500,HPG,BONCAT,B,0.915197186
MOBY,M2,500,HPG,BONCAT,B,10.16357419
MOBY,M2,500,HPG,BONCAT,B,5.275244217
MOBY,M2,500,HPG,BONCAT,B,0.580956686
MOBY,M2,500,HPG,BONCAT,B,5.031328021
MOBY,M2,500,HPG,BONCAT,B,2.531583103
MOBY,M2,500,HPG,BONCAT,B,5.621657177
MOBY,M2,500,HPG,BONCAT,B,0.675099028
MOBY,M2,500,HPG,BONCAT,B,14.67590102
MOBY,M2,500,HPG,BONCAT,B,1.460198142
MOBY,M2,500,HPG,BONCAT,B,0.86214475
MOBY,M2,500,HPG,BONCAT,B,7.246636295
MOBY,M2,500,HPG,BONCAT,B,1.899932137
MOBY,M2,500,HPG,BONCAT,B,1.58023483
MOBY,M2,500,HPG,BONCAT,B,7.500859127
MOBY,M2,500,HPG,BONCAT,B,2.927943133
MOBY,M2,500,HPG,BONCAT,B,5.440320151
