cruise,st,depth_m,substrate,method,repl,intensity_MGV.um2/h
MOBY,M2,400,HPG,BONCAT,B,1.074113189
MOBY,M2,400,HPG,BONCAT,B,9.49857966
MOBY,M2,400,HPG,BONCAT,B,2.879362706
MOBY,M2,400,HPG,BONCAT,B,1.262092958
MOBY,M2,400,HPG,BONCAT,B,0.859152903
MOBY,M2,400,HPG,BONCAT,B,5.241924725
MOBY,M2,400,HPG,BONCAT,B,2.065592542
MOBY,M2,400,HPG,BONCAT,B,1.879675593
MOBY,M2,400,HPG,BONCAT,B,0.679478176
MOBY,M2,400,HPG,BONCAT,B,1.299159219
MOBY,M2,400,HPG,BONCAT,B,13.30616983
MOBY,M2,400,HPG,BONCAT,B,1.644963484
MOBY,M2,400,HPG,BONCAT,B,8.264186754
MOBY,M2,400,HPG,BONCAT,B,0.862928191
MOBY,M2,400,HPG,BONCAT,B,1.814206757
MOBY,M2,400,HPG,BONCAT,B,4.024607475
MOBY,M2,400,HPG,BONCAT,B,2.255439786
MOBY,M2,400,HPG,BONCAT,B,1.693945359
MOBY,M2,400,HPG,BONCAT,B,10.65539743
MOBY,M2,400,HPG,BONCAT,B,8.388991123
MOBY,M2,400,HPG,BONCAT,B,6.931871962
MOBY,M2,400,HPG,BONCAT,B,7.3699532
MOBY,M2,400,HPG,BONCAT,B,8.193052966
MOBY,M2,400,HPG,BONCAT,B,0.740694435
MOBY,M2,400,HPG,BONCAT,B,1.680527869
MOBY,M2,400,HPG,BONCAT,B,3.873092924
MOBY,M2,400,HPG,BONCAT,B,13.92887093
MOBY,M2,400,HPG,BONCAT,B,2.759560165
MOBY,M2,400,HPG,BONCAT,B,1.811508253
MOBY,M2,400,HPG,BONCAT,B,2.051884301
MOBY,M2,400,HPG,BONCAT,B,5.998183988
MOBY,M2,400,HPG,BONCAT,B,7.485142495
MOBY,M2,400,HPG,BONCAT,B,3.751876603
MOBY,M2,400,HPG,BONCAT,B,0.904674696
MOBY,M2,400,HPG,BONCAT,B,17.87196118
MOBY,M2,400,HPG,BONCAT,B,0.760841727
MOBY,M2,400,HPG,BONCAT,B,1.223660442
MOBY,M2,400,HPG,BONCAT,B,3.689593182
MOBY,M2,400,HPG,BONCAT,B,2.748831762
MOBY,M2,400,HPG,BONCAT,B,9.580782264
MOBY,M2,400,HPG,BONCAT,B,7.616037288
MOBY,M2,400,HPG,BONCAT,B,0.215958229
MOBY,M2,400,HPG,BONCAT,B,4.328365544
MOBY,M2,400,HPG,BONCAT,B,12.09582663
MOBY,M2,400,HPG,BONCAT,B,12.0489028
MOBY,M2,400,HPG,BONCAT,B,4.06649509
MOBY,M2,400,HPG,BONCAT,B,28.36791465
MOBY,M2,400,HPG,BONCAT,B,1.010667064
MOBY,M2,400,HPG,BONCAT,B,9.239733034
MOBY,M2,400,HPG,BONCAT,B,3.729921867
MOBY,M2,400,HPG,BONCAT,B,18.51279925
MOBY,M2,400,HPG,BONCAT,B,5.408219421
MOBY,M2,400,HPG,BONCAT,B,1.306391923
MOBY,M2,400,HPG,BONCAT,B,4.06395594
MOBY,M2,400,HPG,BONCAT,B,5.061302658
MOBY,M2,400,HPG,BONCAT,B,8.728474045
MOBY,M2,400,HPG,BONCAT,B,1.019272323
MOBY,M2,400,HPG,BONCAT,B,1.441714692
MOBY,M2,400,HPG,BONCAT,B,2.049982805
MOBY,M2,400,HPG,BONCAT,B,0.488372546
MOBY,M2,400,HPG,BONCAT,B,6.426394885
MOBY,M2,400,HPG,BONCAT,B,7.776418291
MOBY,M2,400,HPG,BONCAT,B,0.554107138
MOBY,M2,400,HPG,BONCAT,B,12.61959112
MOBY,M2,400,HPG,BONCAT,B,4.111464263
MOBY,M2,400,HPG,BONCAT,B,7.739992658
MOBY,M2,400,HPG,BONCAT,B,2.9025932
MOBY,M2,400,HPG,BONCAT,B,5.437409311
MOBY,M2,400,HPG,BONCAT,B,1.326553406
MOBY,M2,400,HPG,BONCAT,B,3.001324582
MOBY,M2,400,HPG,BONCAT,B,1.686350898
MOBY,M2,400,HPG,BONCAT,B,8.021578708
MOBY,M2,400,HPG,BONCAT,B,3.511666718
MOBY,M2,400,HPG,BONCAT,B,5.638312669
MOBY,M2,400,HPG,BONCAT,B,10.78991073
MOBY,M2,400,HPG,BONCAT,B,1.902714756
MOBY,M2,400,HPG,BONCAT,B,3.837100675
MOBY,M2,400,HPG,BONCAT,B,2.39492493
MOBY,M2,400,HPG,BONCAT,B,6.637635025
MOBY,M2,400,HPG,BONCAT,B,7.972806124
MOBY,M2,400,HPG,BONCAT,B,3.041362279
MOBY,M2,400,HPG,BONCAT,B,5.487566929
MOBY,M2,400,HPG,BONCAT,B,10.14719772
MOBY,M2,400,HPG,BONCAT,B,15.38432438
MOBY,M2,400,HPG,BONCAT,B,2.059266434
MOBY,M2,400,HPG,BONCAT,B,2.578105676
MOBY,M2,400,HPG,BONCAT,B,2.112803436
MOBY,M2,400,HPG,BONCAT,B,2.195302677
MOBY,M2,400,HPG,BONCAT,B,8.217627307
MOBY,M2,400,HPG,BONCAT,B,4.836457237
MOBY,M2,400,HPG,BONCAT,B,7.92241322
MOBY,M2,400,HPG,BONCAT,B,2.958277347
MOBY,M2,400,HPG,BONCAT,B,9.165544605
MOBY,M2,400,HPG,BONCAT,B,6.040731359
MOBY,M2,400,HPG,BONCAT,B,11.06268874
MOBY,M2,400,HPG,BONCAT,B,2.541946268
MOBY,M2,400,HPG,BONCAT,B,1.886663357
MOBY,M2,400,HPG,BONCAT,B,5.526395534
MOBY,M2,400,HPG,BONCAT,B,0.733336427
MOBY,M2,400,HPG,BONCAT,B,19.10570017
MOBY,M2,400,HPG,BONCAT,B,6.826795702
MOBY,M2,400,HPG,BONCAT,B,3.740973713
MOBY,M2,400,HPG,BONCAT,B,4.387863225
MOBY,M2,400,HPG,BONCAT,B,3.386620481
MOBY,M2,400,HPG,BONCAT,B,8.655355587
MOBY,M2,400,HPG,BONCAT,B,15.42855803
MOBY,M2,400,HPG,BONCAT,B,5.375332016
MOBY,M2,400,HPG,BONCAT,B,1.000717424
MOBY,M2,400,HPG,BONCAT,B,8.010504283
MOBY,M2,400,HPG,BONCAT,B,25.85240296
MOBY,M2,400,HPG,BONCAT,B,2.166509111
MOBY,M2,400,HPG,BONCAT,B,2.208231403
MOBY,M2,400,HPG,BONCAT,B,3.599459336
MOBY,M2,400,HPG,BONCAT,B,11.29082285
MOBY,M2,400,HPG,BONCAT,B,8.078019889
MOBY,M2,400,HPG,BONCAT,B,2.566640884
MOBY,M2,400,HPG,BONCAT,B,8.963542086
MOBY,M2,400,HPG,BONCAT,B,1.611136297
MOBY,M2,400,HPG,BONCAT,B,2.16869753
MOBY,M2,400,HPG,BONCAT,B,10.11207855
MOBY,M2,400,HPG,BONCAT,B,9.828671576
MOBY,M2,400,HPG,BONCAT,B,3.05877765
MOBY,M2,400,HPG,BONCAT,B,29.96547417
MOBY,M2,400,HPG,BONCAT,B,6.337118835
MOBY,M2,400,HPG,BONCAT,B,9.347464345
MOBY,M2,400,HPG,BONCAT,B,9.741502472
MOBY,M2,400,HPG,BONCAT,B,1.921153163
MOBY,M2,400,HPG,BONCAT,B,0.931708091
MOBY,M2,400,HPG,BONCAT,B,0.720223864
MOBY,M2,400,HPG,BONCAT,B,0.324457344
MOBY,M2,400,HPG,BONCAT,B,3.188058676
MOBY,M2,400,HPG,BONCAT,B,1.047882622
MOBY,M2,400,HPG,BONCAT,B,0.584986173
MOBY,M2,400,HPG,BONCAT,B,4.519577917
MOBY,M2,400,HPG,BONCAT,B,3.812907271
MOBY,M2,400,HPG,BONCAT,B,2.517903297
MOBY,M2,400,HPG,BONCAT,B,1.280644669
MOBY,M2,400,HPG,BONCAT,B,1.817841812
MOBY,M2,400,HPG,BONCAT,B,11.14929481
MOBY,M2,400,HPG,BONCAT,B,8.123488586
MOBY,M2,400,HPG,BONCAT,B,6.414010599
MOBY,M2,400,HPG,BONCAT,B,9.638910466
MOBY,M2,400,HPG,BONCAT,B,1.746706747
MOBY,M2,400,HPG,BONCAT,B,4.953381956
MOBY,M2,400,HPG,BONCAT,B,18.32632919
MOBY,M2,400,HPG,BONCAT,B,9.27693828
MOBY,M2,400,HPG,BONCAT,B,6.04533528
MOBY,M2,400,HPG,BONCAT,B,0.542074
MOBY,M2,400,HPG,BONCAT,B,5.772878061
MOBY,M2,400,HPG,BONCAT,B,1.71655942
MOBY,M2,400,HPG,BONCAT,B,3.457761352
MOBY,M2,400,HPG,BONCAT,B,3.416586058
MOBY,M2,400,HPG,BONCAT,B,1.199301896
MOBY,M2,400,HPG,BONCAT,B,1.283484929
MOBY,M2,400,HPG,BONCAT,B,12.4132529
MOBY,M2,400,HPG,BONCAT,B,4.111733932
MOBY,M2,400,HPG,BONCAT,B,0.570033637
MOBY,M2,400,HPG,BONCAT,B,5.538840265
MOBY,M2,400,HPG,BONCAT,B,4.13740339
MOBY,M2,400,HPG,BONCAT,B,9.25616378
MOBY,M2,400,HPG,BONCAT,B,4.599932296
MOBY,M2,400,HPG,BONCAT,B,19.59359917
MOBY,M2,400,HPG,BONCAT,B,5.975101876
MOBY,M2,400,HPG,BONCAT,B,1.90605288
MOBY,M2,400,HPG,BONCAT,B,1.348739588
MOBY,M2,400,HPG,BONCAT,B,0.354965028
MOBY,M2,400,HPG,BONCAT,B,9.718617867
MOBY,M2,400,HPG,BONCAT,B,7.432274458
MOBY,M2,400,HPG,BONCAT,B,9.975402703
MOBY,M2,400,HPG,BONCAT,B,8.320350296
MOBY,M2,400,HPG,BONCAT,B,2.845206464
MOBY,M2,400,HPG,BONCAT,B,6.500110765
MOBY,M2,400,HPG,BONCAT,B,3.064180919
MOBY,M2,400,HPG,BONCAT,B,3.368311169
MOBY,M2,400,HPG,BONCAT,B,4.284941577
MOBY,M2,400,HPG,BONCAT,B,3.036425213
MOBY,M2,400,HPG,BONCAT,B,1.680375967
MOBY,M2,400,HPG,BONCAT,B,5.316818715
MOBY,M2,400,HPG,BONCAT,B,1.411245886
MOBY,M2,400,HPG,BONCAT,B,1.079702048
MOBY,M2,400,HPG,BONCAT,B,0.375152612
MOBY,M2,400,HPG,BONCAT,B,2.063455901
MOBY,M2,400,HPG,BONCAT,B,2.37011976
MOBY,M2,400,HPG,BONCAT,B,0.6565653
MOBY,M2,400,HPG,BONCAT,B,3.713718674
MOBY,M2,400,HPG,BONCAT,B,4.571940439
MOBY,M2,400,HPG,BONCAT,B,4.08569853
MOBY,M2,400,HPG,BONCAT,B,14.87598202
MOBY,M2,400,HPG,BONCAT,B,2.544439124
MOBY,M2,400,HPG,BONCAT,B,3.110044482
MOBY,M2,400,HPG,BONCAT,B,2.1152465
MOBY,M2,400,HPG,BONCAT,B,13.65729594
MOBY,M2,400,HPG,BONCAT,B,7.190683318
MOBY,M2,400,HPG,BONCAT,B,3.096762208
MOBY,M2,400,HPG,BONCAT,B,7.879254968
MOBY,M2,400,HPG,BONCAT,B,4.132924816
MOBY,M2,400,HPG,BONCAT,B,3.634069917
MOBY,M2,400,HPG,BONCAT,B,8.302645873
MOBY,M2,400,HPG,BONCAT,B,1.206827969
MOBY,M2,400,HPG,BONCAT,B,1.884964501
MOBY,M2,400,HPG,BONCAT,B,2.142612323
MOBY,M2,400,HPG,BONCAT,B,2.897601068
MOBY,M2,400,HPG,BONCAT,B,7.627761257
MOBY,M2,400,HPG,BONCAT,B,7.588152331
MOBY,M2,400,HPG,BONCAT,B,4.531271104
MOBY,M2,400,HPG,BONCAT,B,11.20557487
MOBY,M2,400,HPG,BONCAT,B,3.8809832
MOBY,M2,400,HPG,BONCAT,B,0.309405247
MOBY,M2,400,HPG,BONCAT,B,13.08881852
MOBY,M2,400,HPG,BONCAT,B,12.55012006
MOBY,M2,400,HPG,BONCAT,B,6.851981042
MOBY,M2,400,HPG,BONCAT,B,2.814285861
MOBY,M2,400,HPG,BONCAT,B,0.58781495
MOBY,M2,400,HPG,BONCAT,B,2.281319298
MOBY,M2,400,HPG,BONCAT,B,3.003330655
MOBY,M2,400,HPG,BONCAT,B,1.103729621
MOBY,M2,400,HPG,BONCAT,B,1.969477946
MOBY,M2,400,HPG,BONCAT,B,3.527602101
MOBY,M2,400,HPG,BONCAT,B,9.992558608
MOBY,M2,400,HPG,BONCAT,B,5.030922321
MOBY,M2,400,HPG,BONCAT,B,2.089797854
MOBY,M2,400,HPG,BONCAT,B,10.48036998
MOBY,M2,400,HPG,BONCAT,B,1.15976643
MOBY,M2,400,HPG,BONCAT,B,0.208627176
MOBY,M2,400,HPG,BONCAT,B,0.829215394
MOBY,M2,400,HPG,BONCAT,B,26.76007046
MOBY,M2,400,HPG,BONCAT,B,8.917034938
MOBY,M2,400,HPG,BONCAT,B,9.183019085
MOBY,M2,400,HPG,BONCAT,B,6.090777237
MOBY,M2,400,HPG,BONCAT,B,3.434970632
MOBY,M2,400,HPG,BONCAT,B,5.079763732
MOBY,M2,400,HPG,BONCAT,B,5.526136814
MOBY,M2,400,HPG,BONCAT,B,1.121040469
MOBY,M2,400,HPG,BONCAT,B,7.82392136
MOBY,M2,400,HPG,BONCAT,B,12.9371907
MOBY,M2,400,HPG,BONCAT,B,11.56274418
MOBY,M2,400,HPG,BONCAT,B,8.899363541
MOBY,M2,400,HPG,BONCAT,B,1.88915686
MOBY,M2,400,HPG,BONCAT,B,2.262447516
MOBY,M2,400,HPG,BONCAT,B,1.406834722
MOBY,M2,400,HPG,BONCAT,B,6.250256203
MOBY,M2,400,HPG,BONCAT,B,0.447353753
MOBY,M2,400,HPG,BONCAT,B,1.098144773
MOBY,M2,400,HPG,BONCAT,B,2.236237284
MOBY,M2,400,HPG,BONCAT,B,5.649321396
MOBY,M2,400,HPG,BONCAT,B,1.596590018
MOBY,M2,400,HPG,BONCAT,B,1.616954687
MOBY,M2,400,HPG,BONCAT,B,9.311314402
MOBY,M2,400,HPG,BONCAT,B,5.407958429
MOBY,M2,400,HPG,BONCAT,B,3.072530737
MOBY,M2,400,HPG,BONCAT,B,14.38279807
MOBY,M2,400,HPG,BONCAT,B,7.069171709
MOBY,M2,400,HPG,BONCAT,B,9.359717618
MOBY,M2,400,HPG,BONCAT,B,17.68487572
MOBY,M2,400,HPG,BONCAT,B,8.359087231
MOBY,M2,400,HPG,BONCAT,B,2.500551094
MOBY,M2,400,HPG,BONCAT,B,3.032242576
MOBY,M2,400,HPG,BONCAT,B,2.084546638
MOBY,M2,400,HPG,BONCAT,B,4.095775617
MOBY,M2,400,HPG,BONCAT,B,1.957397368
MOBY,M2,400,HPG,BONCAT,B,6.944704241
MOBY,M2,400,HPG,BONCAT,B,2.865963357
MOBY,M2,400,HPG,BONCAT,B,0.417222706
MOBY,M2,400,HPG,BONCAT,B,9.227206904
MOBY,M2,400,HPG,BONCAT,B,1.860904279
MOBY,M2,400,HPG,BONCAT,B,4.598002522
MOBY,M2,400,HPG,BONCAT,B,6.270034399
MOBY,M2,400,HPG,BONCAT,B,2.474395777
MOBY,M2,400,HPG,BONCAT,B,9.221549156
MOBY,M2,400,HPG,BONCAT,B,3.265501172
MOBY,M2,400,HPG,BONCAT,B,1.502173792
MOBY,M2,400,HPG,BONCAT,B,0.935465839
MOBY,M2,400,HPG,BONCAT,B,3.081429891
MOBY,M2,400,HPG,BONCAT,B,0.385384899
MOBY,M2,400,HPG,BONCAT,B,4.916781098
MOBY,M2,400,HPG,BONCAT,B,4.671270084
MOBY,M2,400,HPG,BONCAT,B,2.302461897
MOBY,M2,400,HPG,BONCAT,B,6.511082334
MOBY,M2,400,HPG,BONCAT,B,7.915010368
MOBY,M2,400,HPG,BONCAT,B,7.210025887
MOBY,M2,400,HPG,BONCAT,B,7.829034515
MOBY,M2,400,HPG,BONCAT,B,0.240723664
MOBY,M2,400,HPG,BONCAT,B,6.934658586
MOBY,M2,400,HPG,BONCAT,B,3.113072956
MOBY,M2,400,HPG,BONCAT,B,1.296255427
MOBY,M2,400,HPG,BONCAT,B,0.852029247
MOBY,M2,400,HPG,BONCAT,B,1.328632299
MOBY,M2,400,HPG,BONCAT,B,1.867537949
MOBY,M2,400,HPG,BONCAT,B,4.973990705
MOBY,M2,400,HPG,BONCAT,B,1.435211087
MOBY,M2,400,HPG,BONCAT,B,1.196291467
MOBY,M2,400,HPG,BONCAT,B,8.195929608
MOBY,M2,400,HPG,BONCAT,B,1.655431736
MOBY,M2,400,HPG,BONCAT,B,2.438652212
MOBY,M2,400,HPG,BONCAT,B,4.431724678
MOBY,M2,400,HPG,BONCAT,B,1.040632411
MOBY,M2,400,HPG,BONCAT,B,4.629184194
MOBY,M2,400,HPG,BONCAT,B,1.212995409
MOBY,M2,400,HPG,BONCAT,B,5.218018375
MOBY,M2,400,HPG,BONCAT,B,16.02974209
MOBY,M2,400,HPG,BONCAT,B,2.215806971
MOBY,M2,400,HPG,BONCAT,B,0.560397312
MOBY,M2,400,HPG,BONCAT,B,2.686997775
MOBY,M2,400,HPG,BONCAT,B,7.226170406
MOBY,M2,400,HPG,BONCAT,B,1.56458857
MOBY,M2,400,HPG,BONCAT,B,4.059085745
MOBY,M2,400,HPG,BONCAT,B,5.416171765
MOBY,M2,400,HPG,BONCAT,B,8.352050234
MOBY,M2,400,HPG,BONCAT,B,9.384818489
MOBY,M2,400,HPG,BONCAT,B,0.506017744
MOBY,M2,400,HPG,BONCAT,B,1.190856429
MOBY,M2,400,HPG,BONCAT,B,3.636584274
MOBY,M2,400,HPG,BONCAT,B,15.33831139
MOBY,M2,400,HPG,BONCAT,B,1.298616548
MOBY,M2,400,HPG,BONCAT,B,7.854053071
MOBY,M2,400,HPG,BONCAT,B,8.965565714
MOBY,M2,400,HPG,BONCAT,B,2.118335944
MOBY,M2,400,HPG,BONCAT,B,2.043689641
MOBY,M2,400,HPG,BONCAT,B,20.13565361
MOBY,M2,400,HPG,BONCAT,B,18.18352936
MOBY,M2,400,HPG,BONCAT,B,6.696537615
MOBY,M2,400,HPG,BONCAT,B,5.771538921
MOBY,M2,400,HPG,BONCAT,B,3.306612214
MOBY,M2,400,HPG,BONCAT,B,4.204843292
MOBY,M2,400,HPG,BONCAT,B,10.24765105
MOBY,M2,400,HPG,BONCAT,B,5.757115571
MOBY,M2,400,HPG,BONCAT,B,2.897915805
MOBY,M2,400,HPG,BONCAT,B,14.66685081
MOBY,M2,400,HPG,BONCAT,B,5.204564766
MOBY,M2,400,HPG,BONCAT,B,10.55945116
MOBY,M2,400,HPG,BONCAT,B,2.546030417
MOBY,M2,400,HPG,BONCAT,B,5.391152353
MOBY,M2,400,HPG,BONCAT,B,0.393151264
MOBY,M2,400,HPG,BONCAT,B,1.016019879
MOBY,M2,400,HPG,BONCAT,B,9.034755827
MOBY,M2,400,HPG,BONCAT,B,7.884305554
MOBY,M2,400,HPG,BONCAT,B,2.512889427
MOBY,M2,400,HPG,BONCAT,B,13.83261738
MOBY,M2,400,HPG,BONCAT,B,1.325864283
MOBY,M2,400,HPG,BONCAT,B,2.404801735
MOBY,M2,400,HPG,BONCAT,B,1.697932985
MOBY,M2,400,HPG,BONCAT,B,2.305210921
MOBY,M2,400,HPG,BONCAT,B,4.293624748
MOBY,M2,400,HPG,BONCAT,B,0.519249888
MOBY,M2,400,HPG,BONCAT,B,0.740273527
MOBY,M2,400,HPG,BONCAT,B,10.60962577
MOBY,M2,400,HPG,BONCAT,B,9.726242783
MOBY,M2,400,HPG,BONCAT,B,7.291222919
MOBY,M2,400,HPG,BONCAT,B,6.748217655
MOBY,M2,400,HPG,BONCAT,B,6.832068823
MOBY,M2,400,HPG,BONCAT,B,5.317421569
MOBY,M2,400,HPG,BONCAT,B,13.75661517
MOBY,M2,400,HPG,BONCAT,B,1.594024999
MOBY,M2,400,HPG,BONCAT,B,10.23964278
MOBY,M2,400,HPG,BONCAT,B,7.149531871
MOBY,M2,400,HPG,BONCAT,B,0.305502828
MOBY,M2,400,HPG,BONCAT,B,0.300485446
MOBY,M2,400,HPG,BONCAT,B,8.144008941
MOBY,M2,400,HPG,BONCAT,B,2.002267498
MOBY,M2,400,HPG,BONCAT,B,13.11760805
MOBY,M2,400,HPG,BONCAT,B,6.5755134
MOBY,M2,400,HPG,BONCAT,B,0.648888836
MOBY,M2,400,HPG,BONCAT,B,8.501416844
MOBY,M2,400,HPG,BONCAT,B,14.04342098
MOBY,M2,400,HPG,BONCAT,B,0.548388798
MOBY,M2,400,HPG,BONCAT,B,12.53069571
MOBY,M2,400,HPG,BONCAT,B,7.589871227
MOBY,M2,400,HPG,BONCAT,B,0.852029247
MOBY,M2,400,HPG,BONCAT,B,9.119370317
MOBY,M2,400,HPG,BONCAT,B,7.463918261
MOBY,M2,400,HPG,BONCAT,B,2.08581108
MOBY,M2,400,HPG,BONCAT,B,9.455237211
MOBY,M2,400,HPG,BONCAT,B,2.819444568
MOBY,M2,400,HPG,BONCAT,B,8.991071193
MOBY,M2,400,HPG,BONCAT,B,1.616474334
MOBY,M2,400,HPG,BONCAT,B,3.07270881
MOBY,M2,400,HPG,BONCAT,B,15.41612954
MOBY,M2,400,HPG,BONCAT,B,6.439151314
MOBY,M2,400,HPG,BONCAT,B,2.644938985
MOBY,M2,400,HPG,BONCAT,B,14.96121368
MOBY,M2,400,HPG,BONCAT,B,10.14963773
MOBY,M2,400,HPG,BONCAT,B,3.659780901
MOBY,M2,400,HPG,BONCAT,B,2.887922892
MOBY,M2,400,HPG,BONCAT,B,1.191067487
MOBY,M2,400,HPG,BONCAT,B,2.708744414
MOBY,M2,400,HPG,BONCAT,B,1.022141481
MOBY,M2,400,HPG,BONCAT,B,5.070497394
MOBY,M2,400,HPG,BONCAT,B,7.342188602
MOBY,M2,400,HPG,BONCAT,B,14.89725785
MOBY,M2,400,HPG,BONCAT,B,9.741289322
MOBY,M2,400,HPG,BONCAT,B,2.347324403
MOBY,M2,400,HPG,BONCAT,B,14.80175053
MOBY,M2,400,HPG,BONCAT,B,1.600559304
MOBY,M2,400,HPG,BONCAT,B,1.28529835
MOBY,M2,400,HPG,BONCAT,B,1.025448036
MOBY,M2,400,HPG,BONCAT,B,1.173073835
MOBY,M2,400,HPG,BONCAT,B,2.052619793
MOBY,M2,400,HPG,BONCAT,B,4.693350166
MOBY,M2,400,HPG,BONCAT,B,1.024289245
MOBY,M2,400,HPG,BONCAT,B,13.86999098
MOBY,M2,400,HPG,BONCAT,B,2.852324034
MOBY,M2,400,HPG,BONCAT,B,6.105339894
MOBY,M2,400,HPG,BONCAT,B,1.455162238
MOBY,M2,400,HPG,BONCAT,B,11.96611396
MOBY,M2,400,HPG,BONCAT,B,0.189648606
MOBY,M2,400,HPG,BONCAT,B,1.120056773
MOBY,M2,400,HPG,BONCAT,B,2.459630388
MOBY,M2,400,HPG,BONCAT,B,2.626804643
MOBY,M2,400,HPG,BONCAT,B,1.419002582
MOBY,M2,400,HPG,BONCAT,B,0.42689912
MOBY,M2,400,HPG,BONCAT,B,7.506306049
MOBY,M2,400,HPG,BONCAT,B,2.061507392
MOBY,M2,400,HPG,BONCAT,B,1.239824635
MOBY,M2,400,HPG,BONCAT,B,4.173061689
MOBY,M2,400,HPG,BONCAT,B,1.569243119
MOBY,M2,400,HPG,BONCAT,B,12.74850903
MOBY,M2,400,HPG,BONCAT,B,1.548903269
MOBY,M2,400,HPG,BONCAT,B,1.453341604
MOBY,M2,400,HPG,BONCAT,B,3.21489984
MOBY,M2,400,HPG,BONCAT,B,1.324866208
MOBY,M2,400,HPG,BONCAT,B,6.95386663
MOBY,M2,400,HPG,BONCAT,B,7.221855428
MOBY,M2,400,HPG,BONCAT,B,0.255329007
MOBY,M2,400,HPG,BONCAT,B,3.517782612
MOBY,M2,400,HPG,BONCAT,B,6.241396244
MOBY,M2,400,HPG,BONCAT,B,2.617453678
MOBY,M2,100,HPG,BONCAT,B,24.72498224
MOBY,M2,100,HPG,BONCAT,B,73.9293491
MOBY,M2,100,HPG,BONCAT,B,1.479868823
MOBY,M2,100,HPG,BONCAT,B,5.434774248
MOBY,M2,100,HPG,BONCAT,B,3.798729494
MOBY,M2,100,HPG,BONCAT,B,14.89689706
MOBY,M2,100,HPG,BONCAT,B,6.308309842
MOBY,M2,100,HPG,BONCAT,B,4.416554553
MOBY,M2,100,HPG,BONCAT,B,11.0974194
MOBY,M2,100,HPG,BONCAT,B,11.14273993
MOBY,M2,100,HPG,BONCAT,B,4.785429291
MOBY,M2,100,HPG,BONCAT,B,9.738215282
MOBY,M2,100,HPG,BONCAT,B,10.82397765
MOBY,M2,100,HPG,BONCAT,B,17.30900345
MOBY,M2,100,HPG,BONCAT,B,5.507822631
MOBY,M2,100,HPG,BONCAT,B,8.262842513
MOBY,M2,100,HPG,BONCAT,B,4.924300906
MOBY,M2,100,HPG,BONCAT,B,5.88318378
MOBY,M2,100,HPG,BONCAT,B,5.969080282
MOBY,M2,100,HPG,BONCAT,B,12.69695206
MOBY,M2,100,HPG,BONCAT,B,6.452439941
MOBY,M2,100,HPG,BONCAT,B,6.061632257
MOBY,M2,100,HPG,BONCAT,B,16.49160699
MOBY,M2,100,HPG,BONCAT,B,5.480171537
MOBY,M2,100,HPG,BONCAT,B,11.53602505
MOBY,M2,100,HPG,BONCAT,B,11.64102607
MOBY,M2,100,HPG,BONCAT,B,17.18122157
MOBY,M2,100,HPG,BONCAT,B,5.198380176
MOBY,M2,100,HPG,BONCAT,B,4.304859816
MOBY,M2,100,HPG,BONCAT,B,19.1909725
MOBY,M2,100,HPG,BONCAT,B,6.384580658
MOBY,M2,100,HPG,BONCAT,B,3.476271758
MOBY,M2,100,HPG,BONCAT,B,2.306056277
MOBY,M2,100,HPG,BONCAT,B,19.31099997
MOBY,M2,100,HPG,BONCAT,B,3.36112711
MOBY,M2,100,HPG,BONCAT,B,8.924820694
MOBY,M2,100,HPG,BONCAT,B,18.20544229
MOBY,M2,100,HPG,BONCAT,B,6.693573501
MOBY,M2,100,HPG,BONCAT,B,10.62038138
MOBY,M2,100,HPG,BONCAT,B,12.73778609
MOBY,M2,100,HPG,BONCAT,B,14.17122624
MOBY,M2,100,HPG,BONCAT,B,12.4515651
MOBY,M2,100,HPG,BONCAT,B,12.39695069
MOBY,M2,100,HPG,BONCAT,B,14.40822057
MOBY,M2,100,HPG,BONCAT,B,2.479587486
MOBY,M2,100,HPG,BONCAT,B,15.49438017
MOBY,M2,100,HPG,BONCAT,B,3.290882618
MOBY,M2,100,HPG,BONCAT,B,13.92981368
MOBY,M2,100,HPG,BONCAT,B,6.669694343
MOBY,M2,100,HPG,BONCAT,B,16.67513181
MOBY,M2,100,HPG,BONCAT,B,11.76816264
MOBY,M2,100,HPG,BONCAT,B,13.6868797
MOBY,M2,100,HPG,BONCAT,B,1.822451918
MOBY,M2,100,HPG,BONCAT,B,9.048514586
MOBY,M2,100,HPG,BONCAT,B,1.143613904
MOBY,M2,100,HPG,BONCAT,B,4.305622526
MOBY,M2,100,HPG,BONCAT,B,38.81378804
MOBY,M2,100,HPG,BONCAT,B,26.26536661
MOBY,M2,100,HPG,BONCAT,B,11.55471279
MOBY,M2,100,HPG,BONCAT,B,2.635205689
MOBY,M2,100,HPG,BONCAT,B,8.574022822
MOBY,M2,100,HPG,BONCAT,B,2.207561208
MOBY,M2,100,HPG,BONCAT,B,3.468842046
MOBY,M2,100,HPG,BONCAT,B,12.61744721
MOBY,M2,100,HPG,BONCAT,B,16.69547481
MOBY,M2,100,HPG,BONCAT,B,41.70995692
MOBY,M2,100,HPG,BONCAT,B,38.59622307
MOBY,M2,100,HPG,BONCAT,B,2.183228289
MOBY,M2,100,HPG,BONCAT,B,6.937292614
MOBY,M2,100,HPG,BONCAT,B,7.187050564
MOBY,M2,100,HPG,BONCAT,B,13.52684635
MOBY,M2,100,HPG,BONCAT,B,14.1647489
