Bin,Per_cells
3.35,17.9092226
10.05,19.13085466
16.75,14.13326895
23.45,14.55335587
30.15,12.26460647
36.85,9.570255915
43.55,6.064703042
50.25,6.880733945
56.95,6.344760985
63.65,4.19604056
70.35,5.543215838
77.05,4.345726702
83.75,4.616127475
90.45,5.026557219
97.15,5.04587156
103.85,5.050700145
110.55,5.330758088
137.35,6.44133269
