Bin,Per_cells
14.50179284,22.56325438
26.91025706,18.69021767
39.9171759,13.7940003
51.959497,9.428816726
65.37548609,10.6686531
78.39250543,5.923943235
90.8969244,3.490227766
103.5427504,3.177617292
116.5345185,3.05413868
129.4682087,2.059491945
142.3766476,0.686076461
155.8002121,2.039543457
168.4005858,1.045149235
181.354477,0.353517499
194.3916974,0.911822635
208.0551487,0.863592748
246.343619,0.190646937
272.0115146,0.209080349
