Bin,Per_cells
0.7,20.46334886
2.1,22.13042412
3.5,14.38833047
4.9,11.34591812
6.3,6.734493748
7.7,7.420936504
9.1,3.39789164
10.5,4.47903898
11.9,2.618288796
13.3,4.675165482
14.7,2.417259132
16.1,1.730816377
17.5,2.422162295
18.9,2.907575386
20.3,1.439078205
21.7,1.730816377
23.1,1.831331209
27.3,2.12306938
28.7,2.025006129
30.1,2.319195881
